time [s],expiration [NA](/api/datatype/35/)
5201.3515625,23229
5211.546875,23309
5214.4921875,23313
5222.25,23350
5229.6328125,23343
5234.8203125,23361
5239.421875,23361
5245.75,23185
5250.5390625,23337
5261.0703125,23310
5267.0390625,23262
5270.5859375,23328
5281.203125,23350
5291.7578125,23371
5294.8046875,23372
5300.2265625,23371
5305.5,23352
5311.78125,23356
5315.9765625,23344
5321.9921875,23345
5324.65625,23349
5327.1015625,23360
5330.078125,23363
5333.46875,23361
5337.5,23318
5342.125,23337
5345.0859375,23356
5347.4296875,23358
5350.0859375,23362
5352.5234375,23359
5359.40625,23377
5362.046875,23372
5366.078125,23379
5370.4921875,23376
5373.9765625,23357
5376.8125,23377
5381.8984375,23363
5384.6875,23361
5390.5078125,23175
5395.2890625,23333
5412.40625,23358
5415.2421875,23332
5420.4375,23338
5423.578125,23338
5427.5546875,23317
5434.34375,23341
5437.6015625,23334
5440.25,23336
5445.9140625,23307
5454.2890625,23333
5461.6328125,23340
5466.0546875,23351
5469.390625,23352
5472.71875,23342
5474.9375,23334
5478.78125,23225
5486.15625,23306
5490.8125,23345
5497.4375,23344
5501.734375,23347
5505.03125,23341
5507.75,23355
5512.0625,23376
5514.3046875,23374
5519.671875,23318
5524.5078125,23336
5528.125,23361
5533.0859375,23359
5536.8046875,23348
5539.984375,23360
5542.265625,23329
5545.8984375,23355
5553.9296875,23309
5558.9375,23318
5562.6796875,23307
5571.15625,23339
5576.890625,23348
5580.125,23348
5583.0625,23349
5588.859375,23352
5591.453125,23355
5595.5234375,23188
5601.953125,23338
5610.0703125,23300
5623.8828125,23354
5627.71875,23362
5631.1953125,23363
5636.171875,23344
5639.5703125,23340
5645.3828125,23307
5648.7890625,23342
5652.546875,23353
5655.4609375,23343
5658.6484375,23344
5663.3359375,23357
5672.3671875,23368
5676.015625,23338
5678.3359375,23355
5681.2421875,23358
5683.6015625,23371
5685.4375,23359
5690.578125,23363
5693.46875,23391
5695.328125,23400
5697.4375,23412
5699.3515625,23409
5701.578125,23419
5706.59375,23379
5708.4296875,23373
5712.5625,23359
5717.8984375,23347
5719.921875,23365
5722.8671875,23378
5725.5703125,23374
5727.609375,23375
5729.0546875,23373
5732.7578125,23366
5738.2265625,23375
5744.5,23377
5747.890625,23379
5750.453125,23364
5753.6640625,23344
5758.765625,23363
5770.71875,23252
5776.8046875,23355
5781.59375,23376
5785.4140625,23377
5787.609375,23395
5790.0703125,23354
5795.53125,23398
5804.8203125,23377
5807.78125,23368
5810.5234375,23376
5813.1953125,23376
5816.4296875,23381
5821.9140625,23394
5830.609375,23373
5835.125,23391
5838.78125,23394
5841.5390625,23388
5845.8359375,23347
5852.1875,23301
5854.8671875,23373
5857.484375,23373
5859.7734375,23360
5861.8515625,23352
5863.5078125,23373
5865.640625,23372
5868.21875,23366
5871.34375,23213
5881.7421875,23345
5892.0859375,23358
5894.7890625,23350
5897.515625,23359
5900.2578125,23352
5903.390625,23342
5905.578125,23374
5907.4453125,23375
5910.2578125,23353
5913.2578125,23362
5916.71875,23360
5920.0625,23362
5922.8203125,23361
5925.6328125,23359
5928.1328125,23361
5930.8203125,23351
5934.1875,23365
5935.578125,23329
5937.8203125,23325
5940.3359375,23363
5943.4453125,23356
5948.171875,23336
5950.578125,23354
5953.390625,23362
5955.90625,23358
5958.3828125,23357
5962.7734375,23354
5965.46875,23338
5968.5078125,23337
5971.453125,23335
5974.2265625,23342
5979.7109375,23334
5983.375,23393
5986.5234375,23438
5988.2109375,23389
5990.2578125,23417
5992.6328125,23416
5994.2890625,23417
5995.875,23426
5997.6015625,23432
5999.4140625,23425
6001.4296875,23409
6003.015625,23419
6006.0,23386
6007.546875,23424
6009.5859375,23420
6011.1015625,23423
6012.828125,23416
6014.5625,23433
6016.3515625,23421
6018.3203125,23427
6019.5625,23438
6021.5859375,23477
6022.5390625,23445
6025.03125,23429
6026.0546875,23424
6027.5625,23431
6029.5546875,23414
6033.6328125,23398
6037.3046875,23433
6040.453125,23418
6042.890625,23423
6045.390625,23415
6048.484375,23422
6051.515625,23264
6059.1171875,23400
6060.734375,23421
6065.7421875,23384
6067.59375,23410
6069.5,23409
6071.7265625,23419
6074.6875,23422
6076.7109375,23432
6078.6484375,23437
6080.1328125,23412
6083.265625,23438
6087.15625,23420
6091.9375,23446
6094.3125,23440
6096.7578125,23427
6098.625,23436
6100.25,23423
6102.6953125,23426
6105.671875,23416
6107.2890625,23425
6108.7734375,23419
6109.9375,23437
6111.4296875,23476
6112.9296875,23406
6115.4453125,23403
6117.46875,23442
6119.0625,23455
6122.578125,23396
6125.6328125,23443
6130.28125,23408
6133.3046875,23407
6135.375,23423
6137.390625,23411
6139.3125,23408
6142.421875,23433
6145.8828125,23437
6147.515625,23420
6149.96875,23422
6151.859375,23418
6153.8984375,23428
6155.6171875,23430
6157.6484375,23429
6159.578125,23415
6162.296875,23399
6164.1015625,23263
6168.1640625,23336
6171.59375,23372
6175.5,23374
6177.75,23370
6180.21875,23377
6183.0703125,23375
6187.4609375,23199
6191.265625,23368
6195.046875,23338
6198.1484375,23324
6200.734375,23329
6203.390625,23327
6206.203125,23340
6208.6484375,23339
6210.9296875,23342
6214.390625,23341
6217.4140625,23337
6219.5390625,23327
6222.3125,23326
6224.453125,23334
6227.5859375,23344
6229.6796875,23269
6232.171875,23199
6235.7109375,23257
6238.375,23271
6243.3046875,23258
6246.4765625,23268
6250.75,23250
6253.640625,23272
6256.328125,23264
6259.4765625,23265
6262.5234375,23241
6269.59375,23072
6273.5078125,23263
6277.890625,23295
6281.9765625,23313
6288.2421875,23311
6294.2109375,23316
6305.8046875,23338
6309.03125,23326
6311.9609375,23359
6315.0390625,23347
6323.5703125,23315
6327.65625,23300
6336.8984375,23313
6342.140625,23308
6346.75,23321
6349.90625,23316
6353.078125,23306
6355.3671875,23324
6357.25,23319
6363.3984375,23326
6365.859375,23328
6369.171875,23303
6372.2734375,23331
6374.328125,23281
6377.3515625,23148
6393.3671875,23244
6400.7421875,23260
6404.453125,23254
6408.375,23259
6411.3671875,23257
6416.4140625,23168
6420.0703125,23228
6426.5078125,23243
6431.015625,23240
6434.09375,23245
6438.1015625,23252
6441.90625,23246
6448.859375,23241
6451.84375,23258
6454.5234375,23274
6457.1953125,23236
6459.25,23244
6461.5390625,23242
6465.109375,23068
6470.3984375,23201
6474.515625,23240
6478.984375,23218
6486.6171875,23243
6489.265625,23243
6492.234375,23238
6496.3828125,23235
6504.4140625,23262
6506.890625,23277
6509.4140625,23270
6524.625,23256
6533.984375,23219
6549.109375,23221
6559.2109375,23245
6565.1484375,23239
6573.0625,23249
6579.703125,23284
6585.40625,23230
6594.2890625,23309
6606.0078125,23279
6608.984375,23312
6612.234375,23326
6616.6953125,23272
6632.9296875,23341
6640.28125,23361
6657.1875,23349
6662.75,23358
6670.53125,23352
6676.234375,23353
6685.2109375,23385
6690.1484375,23421
6697.65625,23411
6704.4609375,23398
6708.09375,23398
6712.7421875,23038
6718.4375,23380
6722.1171875,23345
6724.703125,23410
6728.3828125,23408
6730.375,23409
6732.0703125,23363
6734.0234375,23413
6736.0546875,23413
6737.8828125,23408
6739.2734375,23402
6741.5703125,23377
6743.9609375,23405
6745.890625,23300
6747.5625,23335
6749.53125,23342
6752.0078125,23342
6754.4140625,23342
6757.9296875,23348
6759.8984375,23352
6762.03125,23353
6764.40625,23357
6766.921875,23328
6769.609375,23331
6772.4609375,23336
6775.15625,23350
6777.2734375,23334
6779.671875,23337
6781.671875,23352
6783.71875,23350
6787.09375,23351
6789.59375,23352
6792.0546875,23354
6794.3203125,23349
6796.859375,23353
6799.0625,23357
6801.609375,23371
6804.265625,23380
6807.5546875,23303
6810.2578125,23306
6812.5390625,23322
6816.2421875,23395
6818.3046875,23337
6820.7421875,23365
6828.6875,23339
6833.6328125,23348
6836.21875,23351
6838.21875,23354
6841.109375,23348
6844.3671875,23341
6847.0234375,23340
6849.6875,23351
6855.6875,23133
6859.65625,23341
6862.7890625,23341
6867.0625,23351
6870.21875,23339
6873.421875,23350
6875.5625,23349
6877.9765625,23352
6881.046875,23357
6882.9453125,23383
6885.1015625,23351
6888.046875,23359
6889.6796875,23357
6893.4296875,23415
6895.3984375,23325
6903.4765625,23282
6906.03125,23388
6909.578125,23397
6913.546875,23406
6919.5,23412
6926.6640625,23417
6930.296875,23404
6932.796875,23402
6937.2890625,23427
6943.4453125,23425
6946.4453125,23427
6950.09375,23426
6957.5,23412
6961.0546875,23426
6965.3203125,23432
6970.34375,23283
6972.59375,23360
6976.125,23354
6980.1484375,23333
6988.78125,23320
6993.21875,23326
6995.953125,23300
6999.1953125,23383
7003.7890625,23334
7008.1484375,23291
7010.8671875,23267
7018.0390625,23352
7020.21875,23329
7025.1484375,23352
7031.5859375,23360
7033.7890625,23346
7035.90625,23358
7038.1640625,23360
7043.453125,23358
7046.4453125,23360
7049.84375,23361
7052.9296875,23358
7055.5546875,23363
7058.875,23355
7061.7109375,23359
7063.578125,23296
7067.671875,23451
7071.2109375,23440
7073.78125,23384
7075.0078125,23353
7081.1875,23431
7083.4296875,23364
7095.65625,23052
7106.703125,23241
7112.6640625,23417
7116.6015625,23434
7119.4375,23398
7128.7421875,23386
7132.96875,23382
7140.3828125,23324
7143.7421875,23324
7147.1953125,23320
7151.328125,23342
7153.4140625,23308
7156.9453125,23326
7160.609375,23340
7164.0703125,23356
7166.421875,23357
7168.6640625,23359
7171.1953125,23381
7174.203125,23360
7176.84375,23356
7179.3203125,23363
7182.46875,23357
7186.421875,23393
7193.9140625,23455
7195.8359375,23438
7197.7578125,23424
7202.265625,23391
7203.734375,23341
7205.8828125,23346
7209.0390625,23369
7213.7578125,23156
7218.03125,23337
7221.421875,23385
7222.984375,23370
7225.21875,23364
7227.671875,23373
7232.2109375,23381
7235.6171875,23420
7238.0078125,23415
7240.0625,23424
7242.6015625,23415
7244.625,23425
7246.6953125,23420
7248.828125,23382
7251.0390625,23382
7253.0,23399
7254.9765625,23401
7256.9140625,23397
7258.7734375,23435
7260.2265625,23457
7262.0078125,23447
7264.4140625,23377
7267.28125,23388
7271.4375,23389
7274.328125,23375
7279.5703125,23372
7284.5703125,23432
7286.75,23400
7292.8125,23372
7294.625,23396
7296.53125,23391
7298.640625,23385
7301.15625,23390
7302.7109375,23392
7304.5625,23391
7306.4453125,23396
7308.4140625,23390
7310.2890625,23406
7312.390625,23403
7315.09375,23403
7317.8671875,23412
7320.84375,23413
7323.71875,23412
7326.328125,23415
7328.9140625,23416
7331.6484375,23409
7334.125,23419
7336.390625,23416
7338.7421875,23413
7341.3515625,23420
7343.8046875,23421
7346.21875,23415
7348.328125,23411
7350.03125,23406
7352.2734375,23415
7354.546875,23422
7356.8359375,23416
7359.0546875,23416
7361.234375,23417
7363.4921875,23421
7365.8359375,23414
7368.125,23414
7371.2109375,23425
7373.6953125,23425
7376.5859375,23425
7378.96875,23423
7381.375,23421
7383.625,23415
7385.75,23417
7388.046875,23420
7390.140625,23420
7392.515625,23416
7394.6640625,23411
7396.78125,23416
7399.3125,23408
7401.4921875,23414
7403.6171875,23418
7406.09375,23412
7408.6875,23419
7410.765625,23418
7413.078125,23412
7415.546875,23412
7417.7265625,23418
7419.875,23419
7422.15625,23420
7424.1484375,23419
7426.265625,23417
7428.484375,23426
7431.015625,23415
7433.203125,23418
7435.3046875,23413
7437.2890625,23400
7439.25,23406
7440.90625,23411
7442.90625,23414
7445.1875,23412
7447.1796875,23409
7450.6796875,23389
7453.09375,23392
7455.4609375,23403
7457.484375,23402
7459.484375,23408
7461.515625,23405
7464.8125,23273
7468.6640625,23413
7471.40625,23418
7474.2109375,23416
7476.5703125,23417
7478.5625,23414
7480.4453125,23411
7482.5703125,23407
7484.6015625,23414
7486.609375,23413
7488.875,23409
7490.8671875,23415
7492.953125,23416
7495.2578125,23415
7497.3671875,23416
7499.6171875,23414
7501.7265625,23413
7504.0625,23414
7506.3125,23411
7508.5234375,23413
7510.65625,23418
7512.59375,23412
7514.640625,23415
7516.8671875,23407
7519.1640625,23413
7521.578125,23412
7524.3203125,23412
7526.953125,23411
7529.25,23412
7531.578125,23411
7534.3515625,23409
7536.6015625,23396
7539.8046875,23415
7542.015625,23415
7544.6484375,23417
7547.296875,23416
7549.953125,23414
7552.4453125,23415
7554.640625,23414
7557.3125,23409
7560.0546875,23411
7562.5234375,23409
7565.0234375,23419
7567.125,23420
7570.046875,23421
7572.453125,23419
7574.8125,23421
7577.0,23423
7579.0859375,23406
7583.421875,23399
7584.625,23401
7590.0078125,23426
7596.4140625,23386
7599.140625,23419
7604.6953125,23375
7606.8515625,23407
7609.90625,23401
7614.4140625,23422
7617.8125,23459
7620.0703125,23385
7622.21875,23410
7623.8203125,23410
7626.7109375,23397
7628.6953125,23387
7636.0625,23379
7643.5546875,23345
7649.765625,23373
7652.5703125,23337
7661.1640625,23360
7665.671875,23397
7667.9765625,23345
7671.578125,23366
7673.53125,23390
7679.265625,23387
7681.328125,23376
7686.515625,23387
7689.4453125,23359
7692.1875,23374
7695.109375,23386
7698.03125,23384
7700.109375,23399
7703.25,23410
7704.9375,23405
7706.9921875,23389
7709.90625,23387
7714.21875,23387
7716.4921875,23392
7718.5,23384
7720.53125,23393
7726.0859375,23388
7728.1015625,23358
7730.3671875,23349
7735.265625,23344
7736.78125,23392
7738.8515625,23376
7740.453125,23354
7741.96875,23344
7745.4296875,23353
7748.9140625,23373
7750.8984375,23360
7754.71875,23361
7759.7578125,23392
7761.4296875,23352
7766.828125,23391
7769.7734375,23377
7771.5546875,23418
7773.1484375,23384
7774.9609375,23391
7776.5234375,23383
7778.421875,23395
7780.125,23370
7781.796875,23366
7783.703125,23374
7785.5625,23366
7787.4609375,23363
7791.5,23379
7792.96875,23373
7794.734375,23386
7796.1328125,23378
7797.765625,23377
7800.8359375,23381
7802.921875,23371
7805.4765625,23388
7807.7265625,23403
7811.0625,23377
7812.5,23394
7816.953125,23389
7819.4375,23371
7821.046875,23385
7823.8359375,23229
7837.8359375,23331
7839.6796875,23335
7841.484375,23367
7843.390625,23369
7845.296875,23376
7847.8203125,23363
7854.3984375,23354
7857.421875,23342
7861.53125,23378
7864.1171875,23378
7866.1640625,23356
7868.6796875,23338
7875.2421875,23352
7877.9296875,23333
7883.5859375,23324
7885.3046875,23361
7886.9140625,23375
7888.671875,23367
7890.53125,23369
7892.8515625,23348
7894.6875,23372
7895.7890625,23400
7896.890625,23398
7898.8359375,23363
7900.78125,23351
7903.6640625,23318
7905.4921875,23379
7907.5234375,23340
7910.4453125,23357
7913.3046875,23374
7917.2734375,23394
7920.734375,23383
7922.4921875,23389
7924.09375,23388
7925.6484375,23380
7928.5625,23361
7930.3515625,23389
7931.625,23354
7932.953125,23374
7934.640625,23362
7938.359375,23360
7939.8671875,23369
7941.4296875,23372
7943.6953125,23366
7947.578125,23340
7949.046875,23357
7951.6015625,23193
7956.890625,23323
7959.109375,23289
7963.8515625,23294
7966.28125,23326
7970.203125,23375
7971.8125,23366
7973.734375,23366
7975.75,23373
7977.140625,23366
7979.0546875,23341
7980.671875,23343
7982.9453125,23347
7984.3984375,23368
7986.3828125,23362
7987.8671875,23375
7989.265625,23376
7991.0078125,23364
7992.375,23386
7993.6640625,23381
7995.1640625,23372
7997.6328125,23337
8001.3046875,23353
8003.1875,23331
8006.8359375,23335
8009.1953125,23340
8011.203125,23339
8013.7734375,23355
8015.640625,23365
8017.640625,23365
8023.21875,23307
8025.8671875,23316
8029.46875,23208
8035.5390625,23288
8037.0,23319
8040.75,23322
8045.0859375,23302
8046.8359375,23299
8049.2109375,23300
8052.0546875,23308
8054.78125,23302
8062.8125,23350
8066.2734375,23303
8072.734375,23296
8075.2109375,23293
8080.75,23320
8087.9609375,23267
8092.34375,23297
8094.9765625,23340
8097.8046875,23298
8103.40625,23278
8112.25,23258
8115.5,23287
8120.515625,23276
8126.1328125,23285
8128.546875,23285
8132.6171875,23288
8135.171875,23340
8137.515625,23315
8140.515625,23330
8144.484375,23296
8149.265625,23286
8153.5,23314
8155.4296875,23312
8161.59375,23309
8164.46875,23322
8167.1328125,23345
8170.140625,23316
8173.65625,23364
8176.484375,23325
8180.90625,23348
8183.1484375,23335
8185.046875,23329
8187.5078125,23340
8189.7109375,23351
8191.90625,23344
8193.296875,23343
8195.125,23362
8196.828125,23341
8198.8125,23365
8200.3359375,23330
8202.4140625,23275
8205.2265625,23297
8213.7265625,23261
8216.9140625,23279
8220.90625,23279
8224.3828125,23277
8233.0625,23260
8240.78125,23324
8245.8203125,23286
8252.15625,23287
8257.8671875,23326
8262.0,23342
8268.40625,23342
8272.7734375,23343
8276.9296875,23334
8283.2265625,23300
8290.5390625,23326
8292.6796875,23313
8300.1640625,23329
8304.6640625,23348
8307.2578125,23329
8310.0546875,23307
8313.4765625,23282
8316.5703125,23322
8320.7265625,23344
8322.625,23336
8323.9609375,23311
8325.9375,23300
8330.1015625,23282
8341.2890625,23297
8348.453125,23291
8350.6796875,23298
8353.9296875,23303
8356.7890625,23294
8360.21875,23197
8370.7578125,23305
8373.25,23315
8375.90625,23298
8377.6015625,23323
8379.9140625,23322
8381.8203125,23330
8383.8125,23332
8386.8515625,23321
8388.6015625,23334
8390.328125,23294
8397.3828125,23331
8399.5,23337
8401.3671875,23359
8403.4375,23343
8405.4609375,23314
8406.8125,23330
8408.6328125,23348
8411.953125,23373
8413.40625,23336
8416.1484375,23346
8418.5546875,23357
8420.171875,23334
8422.2421875,23341
8424.90625,23341
8428.25,23327
8430.171875,23337
8432.5546875,23350
8434.0703125,23354
8435.9375,23334
8437.7421875,23317
8439.265625,23354
8441.046875,23345
8442.8046875,23353
8444.8671875,23359
8446.609375,23350
8448.40625,23349
8450.609375,23354
8452.6640625,23367
8454.234375,23372
8456.203125,23370
8458.0078125,23370
8460.3203125,23357
8462.234375,23360
8465.4375,23377
8467.03125,23357
8469.25,23372
8470.9453125,23380
8472.90625,23370
8474.5859375,23371
8476.109375,23369
8477.8828125,23374
8480.3515625,23378
8486.625,23384
8489.1640625,23371
8490.8515625,23381
8492.765625,23378
8494.8671875,23367
8496.5625,23374
8498.6484375,23382
8501.328125,23369
8504.3125,23360
8506.5859375,23341
8508.5,23365
8511.4140625,23356
8513.453125,23315
8515.3828125,23323
8517.40625,23325
8519.515625,23340
8521.4765625,23344
8523.578125,23334
8525.5703125,23361
8528.0625,23359
8529.9453125,23356
8531.96875,23357
8534.0625,23345
8535.9375,23360
8537.484375,23351
8539.4375,23336
8541.71875,23370
8544.03125,23373
8546.3046875,23372
8548.4921875,23373
8551.0625,23239
8556.453125,23310
8564.3984375,23332
8567.7421875,23333
8572.6953125,23366
8578.8828125,23216
8589.3203125,23373
8593.3828125,23334
8599.421875,23302
8602.015625,23288
8604.4453125,23300
8606.4765625,23154
8608.6796875,23298
8613.859375,23288
8617.5078125,23227
8620.625,23304
8622.71875,23295
8628.484375,23254
8632.046875,23323
8634.1328125,23310
8636.5625,23299
8639.3671875,23275
8641.9921875,23302
8645.1171875,23330
8647.328125,23371
8648.6875,23366
8651.4375,23324
8656.6953125,23352
8662.078125,23364
8664.6484375,23366
8667.0234375,23371
8670.4296875,23362
8673.7578125,23347
8680.7109375,23364
8687.515625,23302
8692.4140625,23324
8695.828125,23339
8698.390625,23336
8701.2421875,23330
8705.3359375,23335
8709.6640625,23335
8711.7734375,23311
8717.796875,23289
8723.8984375,23308
8726.2578125,23371
8731.625,23370
8735.546875,23371
8739.4375,23395
8743.75,23391
8746.0859375,23363
8750.5234375,23340
8753.7109375,23342
8757.578125,23297
8762.7265625,23316
8767.7578125,23274
8769.265625,23280
8772.421875,23294
8774.6015625,23298
8777.40625,23295
8779.859375,23355
8783.0390625,23364
8785.546875,23364
8788.5078125,23380
8790.6484375,23377
8792.6953125,23368
8795.15625,23367
8797.75,23358
8800.578125,23355
8802.9765625,23381
8805.328125,23380
8807.5390625,23373
8810.1640625,23345
8812.8515625,23325
8815.3359375,23335
8817.9609375,23376
8820.65625,23375
8822.71875,23355
8825.1171875,23344
8827.8671875,23338
8830.3671875,23333
8833.21875,23318
8835.921875,23358
8839.1328125,23265
8844.0,23377
8848.5,23309
8850.1875,23279
8852.203125,23270
8856.109375,23222
8860.5703125,23213
8865.6640625,23248
8867.796875,23341
8874.2109375,23268
8877.4609375,23255
8879.96875,23286
8882.3359375,23293
8885.7734375,23295
8890.3828125,23292
8894.0625,23295
8896.90625,23304
8899.7109375,23282
8901.984375,23248
8904.0078125,23232
8906.3359375,23221
8908.8203125,23187
8911.6171875,23205
8914.875,23191
8917.7421875,23198
8920.5078125,23194
8922.8359375,23202
8925.359375,23206
8927.4609375,23178
8931.7421875,23340
8934.6875,23340
8937.3515625,23329
8939.9375,23328
8942.671875,23333
8945.6640625,23335
8948.59375,23335
8951.3515625,23338
8954.015625,23345
8956.9375,23339
8959.328125,23326
8962.140625,23332
8964.640625,23358
8967.140625,23359
8969.78125,23356
8972.25,23358
8974.828125,23362
8977.234375,23360
8979.5625,23365
8981.75,23370
8984.1328125,23331
8989.78125,23337
8994.484375,23277
8995.921875,23284
9000.2109375,23327
9002.4609375,23241
9008.9453125,23326
9013.0390625,23313
9015.71875,23265
9017.8359375,23342
9020.2421875,23344
9022.203125,23327
9026.671875,23088
9030.2265625,23300
9032.4140625,23304
9035.875,23259
9043.890625,23185
9054.0,23369
9059.0078125,23324
9063.0078125,23325
9071.25,23330
9076.0859375,23363
9084.328125,23347
9087.3828125,23147
9091.0859375,23220
9094.9296875,23322
9099.578125,23357
9105.6875,23185
9109.9921875,23253
9114.484375,23188
9116.9609375,23319
9137.6484375,23352
9140.375,23360
9144.921875,23367
9147.4375,23368
9149.8828125,23371
9152.3359375,23369
9154.90625,23354
9157.53125,23365
9160.1953125,23367
9162.5859375,23353
9165.0546875,23356
9167.9375,23358
9170.7265625,23359
9173.34375,23359
9175.828125,23362
9178.5625,23361
9181.4296875,23364
9184.234375,23363
9187.0,23365
9189.5625,23366
9192.15625,23367
9194.890625,23367
9197.453125,23369
9200.0234375,23368
9202.59375,23368
9205.171875,23370
9207.703125,23376
9210.625,23375
9213.140625,23372
9216.125,23373
9218.8046875,23373
9221.3828125,23372
9223.78125,23374
9226.203125,23373
9228.8046875,23374
9231.3203125,23371
9233.765625,23376
9236.3046875,23374
9238.9921875,23376
9241.6171875,23375
9244.421875,23377
9247.09375,23378
9249.734375,23375
9252.0546875,23378
9254.484375,23377
9256.9140625,23377
9259.5078125,23378
9262.0078125,23377
9264.40625,23376
9267.0703125,23377
9269.8046875,23374
9272.4453125,23374
9275.125,23379
9277.6328125,23378
9280.6328125,23377
9283.3046875,23380
9286.2578125,23380
9288.6171875,23380
9291.25,23379
9294.0234375,23380
9297.0546875,23382
9299.8046875,23381
9303.1328125,23381
9305.640625,23380
9308.6015625,23381
9311.5703125,23380
9314.3046875,23379
9318.3203125,23374
9320.984375,23356
9323.7265625,23353
9326.046875,23314
9327.9921875,23326
9330.4765625,23339
9333.3359375,23341
9336.2109375,23343
9339.0390625,23342
9342.21875,23330
9345.265625,23337
9349.8046875,23344
9354.3046875,23346
9357.8671875,23345
9361.21875,23347
9364.609375,23345
9367.8046875,23344
9370.921875,23344
9374.0703125,23339
9376.3359375,23338
9378.8046875,23338
9381.328125,23358
9384.59375,23360
9387.6875,23348
9390.3984375,23348
9393.3828125,23356
9396.3125,23362
9398.984375,23361
9401.453125,23363
9404.3828125,23359
9407.125,23361
9410.078125,23358
9413.078125,23361
9415.765625,23361
9418.3671875,23359
9420.953125,23342
9423.9140625,23360
9427.03125,23337
9430.375,23354
9433.78125,23357
9437.03125,23364
9440.3125,23365
9443.4609375,23359
9446.71875,23360
9449.9296875,23358
9452.8125,23354
9455.8671875,23360
9458.9609375,23361
9462.0546875,23360
9465.2578125,23358
9468.3359375,23364
9471.3125,23359
9474.046875,23359
9476.8515625,23359
9480.078125,23361
9483.1796875,23363
9485.875,23363
9488.953125,23366
9491.890625,23363
9494.7265625,23361
9497.8671875,23358
9500.9609375,23358
9503.90625,23360
9507.0390625,23359
9510.2734375,23363
9513.234375,23360
9516.25,23354
9519.828125,23355
9522.7734375,23359
9525.6484375,23361
9528.5234375,23361
9531.5625,23361
9534.53125,23360
9537.59375,23365
9540.65625,23364
9543.7890625,23363
9547.1171875,23370
9550.125,23370
9553.0703125,23366
9555.984375,23366
9559.34375,23365
9562.78125,23367
9566.0,23368
9569.40625,23360
9572.3984375,23369
9575.3125,23362
9578.40625,23365
9581.4375,23360
9584.421875,23365
9587.4375,23366
9590.3984375,23372
9593.4296875,23368
9596.4375,23365
9599.4921875,23366
9602.046875,23368
9604.3359375,23368
9606.765625,23367
9609.3203125,23368
9611.359375,23366
9613.7265625,23369
9616.140625,23370
9618.6015625,23368
9623.40625,23368
9626.4296875,23371
9629.390625,23373
9632.75,23370
9635.421875,23366
9638.171875,23367
9640.7734375,23368
9643.71875,23364
9646.890625,23366
9649.84375,23368
9652.6640625,23367
9655.4375,23365
9658.5390625,23361
9661.859375,23362
9664.6328125,23363
9668.1328125,23366
9671.125,23345
9673.640625,23369
9676.5859375,23367
9679.3828125,23366
9682.1484375,23368
9685.359375,23375
9688.40625,23373
9692.0078125,23360
9695.328125,23363
9698.3203125,23365
9701.125,23358
9704.078125,23370
9707.34375,23366
9710.015625,23369
9712.671875,23373
9715.3359375,23373
9717.9453125,23372
9720.5078125,23370
9723.4609375,23372
9726.390625,23372
9728.75,23368
9731.6484375,23373
9734.328125,23371
9737.3046875,23371
9740.0703125,23372
9743.109375,23370
9745.8046875,23368
9748.609375,23367
9751.375,23365
9754.0546875,23355
9757.109375,23370
9760.2265625,23373
9763.0703125,23375
9766.0859375,23379
9768.8828125,23372
9771.6953125,23370
9774.875,23373
9777.765625,23370
9780.5546875,23371
9783.765625,23378
9786.7421875,23375
9789.578125,23375
9792.421875,23376
9794.875,23373
9797.578125,23376
9800.359375,23381
9802.875,23375
9805.875,23378
9808.765625,23377
9811.75,23380
9814.8828125,23375
9817.734375,23376
9820.78125,23381
9824.1796875,23381
9827.03125,23385
9829.890625,23376
9833.2890625,23382
9836.515625,23380
9839.3984375,23378
9843.25,23375
9846.3828125,23375
9849.40625,23374
9852.171875,23377
9854.8984375,23379
9857.8125,23375
9860.8125,23375
9863.875,23378
9866.8203125,23374
9869.6953125,23381
9872.4375,23377
9875.2109375,23372
9878.203125,23372
9881.0859375,23375
9884.1015625,23376
9886.9609375,23376
9890.015625,23377
9893.0859375,23374
9896.296875,23377
9899.625,23378
9903.0546875,23380
9906.34375,23376
9911.734375,23188
9929.671875,23352
9933.2890625,23358
9936.65625,23354
9939.9921875,23357
9943.109375,23354
9946.109375,23360
9949.21875,23360
9952.4921875,23357
9955.4453125,23363
9958.90625,23362
9962.1484375,23359
9965.5546875,23365
9968.796875,23360
9972.28125,23358
9975.625,23361
9979.140625,23360
9982.9453125,23355
9986.109375,23357
9989.25,23358
9992.5625,23358
9995.890625,23357
9999.03125,23359
10001.9921875,23359
10004.890625,23361
10007.796875,23360
10010.7734375,23352
10013.9140625,23349
10017.0625,23354
10019.5078125,23358
10022.375,23359
10025.7890625,23360
10028.4375,23357
10031.7421875,23339
10034.4609375,23323
10036.8046875,23356
10039.5546875,23357
10042.3984375,23358
10045.59375,23365
10048.2265625,23363
10051.0546875,23356
10053.7578125,23358
10056.734375,23364
10059.671875,23363
10062.6171875,23361
10065.2421875,23363
10068.1953125,23364
10071.203125,23359
10074.1796875,23362
10077.1328125,23367
10080.15625,23367
10083.296875,23364
10086.171875,23369
10089.015625,23366
10092.1171875,23369
10095.203125,23365
10098.2890625,23365
10101.1875,23364
10104.2890625,23363
10107.578125,23361
10111.0546875,23369
10113.9375,23362
10117.0703125,23364
10119.9140625,23369
10122.8203125,23363
10126.359375,23354
