time [s],inspiration [NA](/api/datatype/34/)
2191.7890625,23408
2195.96875,23421
2199.578125,23395
2203.6796875,23393
2207.4609375,23397
2211.46875,23408
2214.828125,23428
2217.453125,23426
2222.1328125,23411
2225.296875,23417
2229.3125,23432
2231.515625,23404
2237.8828125,23413
2241.390625,23418
2244.671875,23394
2248.8125,23382
2252.609375,23409
2255.3671875,23382
2258.53125,23400
2264.046875,23404
2267.2265625,23393
2270.2890625,23395
2277.734375,23398
2280.609375,23411
2283.2578125,23400
2285.8203125,23400
2289.2734375,23397
2293.7265625,23386
2297.2578125,23381
2300.2421875,23399
2304.2421875,23391
2307.8359375,23398
2311.3828125,23403
2314.1015625,23386
2322.3828125,23399
2325.015625,23389
2327.609375,23400
2330.8828125,23380
2333.890625,23407
2336.6796875,23409
2339.890625,23410
2342.921875,23424
2346.0546875,23393
2348.171875,23400
2350.4453125,23477
2358.9140625,23403
2372.125,23400
2378.0390625,23405
2385.09375,23421
2389.9765625,23414
2395.484375,23414
2401.0,23382
2412.1796875,23387
2419.9609375,23406
2423.984375,23398
2427.640625,23398
2433.125,23385
2439.46875,23383
2444.34375,23364
2449.8515625,23384
2453.6796875,23414
2457.40625,23401
2461.3046875,23405
2464.5625,23401
2468.140625,23382
2472.15625,23402
2475.765625,23391
2479.0625,23386
2482.625,23390
2487.0078125,23389
2490.6953125,23413
2497.234375,23402
2500.015625,23403
2505.3125,23389
2508.4765625,23384
2511.4140625,23380
2515.03125,23387
2519.9296875,23393
2522.4453125,23403
2525.4609375,23393
2529.390625,23388
2532.7578125,23385
2536.140625,23395
2539.25,23395
2545.3515625,23329
2552.9375,23376
2557.9296875,23366
2561.2109375,23401
2565.6015625,23411
2569.46875,23400
2576.4609375,23392
2579.9765625,23382
2586.359375,23377
2589.296875,23368
2594.421875,23383
2600.2109375,23411
2603.4921875,23386
2606.984375,23380
2610.2734375,23386
2613.75,23388
2616.984375,23388
2622.3984375,23386
2627.3828125,23392
2630.953125,23379
2634.140625,23379
2636.9921875,23386
2641.09375,23386
2643.3125,23345
2646.546875,23363
2652.8125,23378
2656.0390625,23376
2660.0,23371
2665.671875,23391
2670.90625,23369
2681.0,23381
2684.1328125,23397
2687.625,23391
2694.65625,23383
2697.7109375,23384
2700.46875,23372
2703.25,23379
2706.46875,23410
2709.484375,23407
2714.4375,23387
2717.484375,23394
2719.5625,23413
2722.0546875,23462
2724.171875,23483
2726.9453125,23502
2729.3359375,23520
2732.5,23517
2736.140625,23520
2738.828125,23518
2741.1015625,23513
2744.0234375,23533
2746.5546875,23499
2748.1875,23542
2750.25,23531
2752.796875,23551
2755.078125,23548
2758.078125,23528
2760.2265625,23513
2763.2265625,23459
2765.2890625,23442
2769.453125,23503
2773.953125,23491
2776.203125,23488
2778.96875,23492
2783.0859375,23474
2789.171875,23484
2791.53125,23480
2797.1640625,23474
2802.078125,23484
2809.0,23471
2812.0859375,23486
2817.90625,23471
2826.1171875,23484
2831.921875,23469
2835.75,23468
2838.9921875,23468
2841.9296875,23457
2844.890625,23473
2848.0859375,23470
2852.765625,23460
2856.0703125,23447
2862.875,23462
2867.984375,23462
2870.546875,23474
2874.140625,23461
2879.171875,23485
2886.4453125,23476
2889.109375,23472
2897.640625,23480
2902.5390625,23473
2905.4609375,23474
2908.3359375,23475
2911.6328125,23478
2914.5703125,23487
2917.46875,23477
2920.4296875,23481
2923.0859375,23487
2925.7890625,23511
2931.78125,23490
2934.3125,23481
2940.59375,23473
2944.3125,23471
2947.8671875,23474
2951.6015625,23481
2955.3046875,23472
2958.484375,23481
2962.0078125,23479
2965.8203125,23476
2971.9453125,23487
2975.0078125,23483
2978.9453125,23478
2982.265625,23475
2985.578125,23476
2988.578125,23474
2994.984375,23472
2998.3515625,23466
3002.40625,23469
3005.75,23474
3009.0390625,23472
3012.7421875,23472
3016.4140625,23472
3019.640625,23474
3022.7578125,23476
3025.9453125,23476
3029.1875,23473
3032.7890625,23482
3035.875,23477
3039.53125,23474
3042.9765625,23483
3050.3984375,23491
3053.796875,23485
3058.0,23481
3061.25,23489
3064.9609375,23476
3068.234375,23488
3071.625,23479
3073.7890625,23454
3081.8984375,23483
3085.0625,23475
3088.4453125,23468
3091.921875,23475
3095.265625,23471
3097.3671875,23448
3100.9765625,23554
3103.6171875,23558
3106.203125,23562
3113.875,23532
3118.1796875,23559
3120.5078125,23535
3122.640625,23556
3125.5234375,23556
3128.1796875,23552
3133.1484375,23553
3135.3046875,23532
3137.78125,23434
3141.671875,23569
3146.2109375,23625
3150.0546875,23617
3154.84375,23574
3157.21875,23581
3159.75,23583
3162.703125,23639
3165.4296875,23613
3167.640625,23625
3171.2578125,23652
3173.796875,23629
3176.9765625,23637
3179.0546875,23632
3181.3828125,23621
3184.6015625,23630
3186.9140625,23616
3188.8828125,23607
3191.203125,23608
3193.1875,23629
3195.359375,23618
3197.1796875,23572
3200.4765625,23609
3202.3984375,23635
3204.96875,23625
3206.890625,23600
3209.0703125,23537
3211.1875,23545
3215.2890625,23554
3218.109375,23560
3220.7421875,23562
3223.2890625,23580
3225.8046875,23578
3228.3046875,23582
3230.9921875,23590
3233.7109375,23578
3236.109375,23568
3238.7421875,23580
3241.21875,23575
3243.8125,23578
3246.984375,23569
3250.296875,23573
3252.6875,23580
3255.203125,23583
3257.8125,23571
3261.03125,23562
3264.3046875,23569
3267.078125,23568
3269.703125,23565
3272.546875,23556
3275.4375,23555
3278.6484375,23571
3286.3046875,23566
3289.0,23552
3293.671875,23555
3296.828125,23552
3299.9140625,23519
3306.1640625,23561
3309.28125,23556
3312.46875,23541
3315.296875,23546
3318.78125,23528
3322.140625,23532
3325.140625,23537
3327.7890625,23552
3331.7421875,23542
3334.0859375,23554
3336.875,23541
3339.3671875,23554
3341.8984375,23553
3344.4453125,23553
3347.171875,23557
3349.65625,23531
3356.359375,23518
3361.203125,23523
3363.78125,23519
3367.2265625,23513
3370.1640625,23546
3372.828125,23546
3375.421875,23545
3378.3671875,23537
3381.5546875,23542
3384.3359375,23553
3387.3828125,23526
3390.4375,23555
3394.1171875,23528
3398.0078125,23525
3401.1171875,23539
3404.1796875,23544
3407.0546875,23527
3409.7578125,23535
3415.515625,23537
3418.8828125,23528
3421.734375,23534
3424.9140625,23539
3427.71875,23534
3430.3828125,23539
3433.2734375,23539
3435.859375,23539
3438.921875,23537
3441.609375,23539
3445.9453125,23544
3448.765625,23535
3451.6796875,23543
3455.21875,23536
3457.9609375,23543
3461.4765625,23524
3464.6484375,23534
3468.46875,23513
3471.890625,23520
3476.2109375,23529
3479.21875,23534
3482.2734375,23519
3485.203125,23527
3488.015625,23541
3490.6796875,23540
3493.3515625,23534
3497.34375,23506
3500.7578125,23517
3511.5625,23519
3515.9296875,23534
3519.0859375,23531
3522.0390625,23530
3524.65625,23525
3527.3359375,23526
3533.8046875,23516
3537.8515625,23529
3541.3125,23520
3544.8671875,23526
3547.8359375,23509
3550.8125,23528
3554.5234375,23530
3557.0390625,23524
3561.3828125,23520
3564.5859375,23505
3568.96875,23509
3571.84375,23534
3574.5390625,23528
3577.25,23516
3579.8828125,23522
3582.6328125,23519
3585.09375,23519
3587.6875,23524
3590.6171875,23517
3594.671875,23514
3597.8515625,23508
3603.28125,23525
3606.4296875,23516
3608.8125,23518
3610.7421875,23517
3613.0625,23518
3615.2265625,23503
3618.7265625,23492
3621.0234375,23499
3623.6328125,23504
3626.0859375,23503
3628.4921875,23501
3630.7421875,23502
3633.0546875,23506
3635.6015625,23503
3639.6875,23500
3641.8671875,23499
3644.390625,23493
3647.2109375,23490
3649.9375,23508
3652.9140625,23499
3655.859375,23496
3658.25,23483
3661.7890625,23475
3664.5546875,23486
3667.2421875,23486
3670.4609375,23484
3678.8828125,23477
3684.671875,23481
3688.6953125,23487
3692.09375,23451
3695.5234375,23457
3698.578125,23461
3701.484375,23461
3704.921875,23465
3708.1171875,23462
3711.3046875,23481
3714.3046875,23483
3721.875,23535
3732.7421875,23489
3738.9140625,23486
3744.96875,23493
3748.09375,23486
3756.15625,23477
3760.6171875,23499
3765.2265625,23427
3773.203125,23466
3777.2578125,23481
3781.78125,23436
3786.7421875,23469
3793.8515625,23473
3795.9375,23475
3801.59375,23483
3804.3203125,23494
3810.7890625,23500
3813.6328125,23487
3818.78125,23477
3821.5078125,23480
3824.25,23482
3826.875,23483
3830.3984375,23471
3833.3671875,23485
3837.1796875,23469
3840.0,23494
3842.7421875,23494
3847.578125,23470
3850.1015625,23488
3854.9296875,23482
3859.234375,23475
3864.3515625,23486
3868.4375,23497
3871.4609375,23499
3875.6796875,23474
3881.3359375,23504
3886.046875,23487
3889.140625,23494
3895.0625,23491
3897.859375,23487
3900.71875,23474
3904.7890625,23492
3907.421875,23496
3913.6796875,23475
3919.3515625,23486
3922.4921875,23486
3926.59375,23484
3930.1953125,23490
3935.9296875,23477
3941.03125,23486
3948.8828125,23475
3954.75,23503
3957.671875,23513
3959.84375,23442
3963.2578125,23366
3970.4296875,23459
3976.140625,23461
3983.265625,23410
3992.9921875,23450
4001.890625,23474
4010.109375,23448
4016.8515625,23541
4024.6328125,23500
4038.5546875,23489
4047.1796875,23520
4056.1171875,23511
4062.5546875,23510
4071.6640625,23522
4083.6171875,23488
4088.9453125,23515
4096.359375,23506
4102.5546875,23489
4106.296875,23488
4110.4609375,23510
4113.03125,23516
4117.9921875,23508
4120.515625,23510
4123.8828125,23485
4126.953125,23490
4129.984375,23497
4132.9765625,23515
4135.6171875,23505
4142.2578125,23538
4146.5859375,23503
4151.5,23525
4156.203125,23517
4168.625,23554
4172.703125,23505
4175.421875,23522
4178.265625,23517
4181.171875,23524
4185.4140625,23540
4188.4296875,23526
4191.328125,23517
4195.328125,23509
4201.1640625,23534
4205.0546875,23520
4210.0859375,23489
4216.1171875,23511
4226.7890625,23507
4229.5703125,23526
4233.578125,23516
4240.0390625,23506
4246.7421875,23519
4250.671875,23520
4253.2734375,23503
4260.5625,23516
4263.0390625,23515
4265.453125,23516
4268.0546875,23506
4270.8359375,23498
4273.8984375,23494
4276.625,23504
4280.3046875,23513
4283.0703125,23516
4286.296875,23514
4289.6640625,23515
4292.7734375,23518
4295.75,23513
4298.9296875,23513
4301.7109375,23511
4306.0,23493
4308.5546875,23514
4311.0703125,23502
4313.640625,23512
4316.2421875,23510
4318.46875,23504
4320.875,23510
4326.296875,23514
4329.5625,23510
4333.359375,23520
4340.40625,23503
4345.3046875,23524
4350.71875,23494
4354.2578125,23501
4360.6796875,23522
4363.78125,23518
4369.0625,23494
4380.0546875,23511
4384.421875,23501
4388.1171875,23506
4396.2265625,23516
4399.6796875,23512
4402.5390625,23496
4405.9140625,23503
4409.4140625,23491
4413.5703125,23496
4417.09375,23497
4420.421875,23504
4424.234375,23496
4428.8515625,23505
4431.9296875,23506
4434.859375,23502
4438.03125,23507
4441.0703125,23500
4444.265625,23508
4446.921875,23500
4450.6796875,23501
4453.5,23510
4458.15625,23511
4460.7421875,23515
4464.7265625,23510
4468.421875,23504
4471.3046875,23485
4473.90625,23499
4476.1875,23512
4478.6328125,23505
4482.8515625,23509
4488.0234375,23495
4491.5390625,23489
4494.6875,23507
4499.65625,23468
4501.6328125,23453
4506.2109375,23467
4508.171875,23477
4510.0546875,23502
4512.265625,23497
4514.96875,23507
4519.859375,23480
4525.96875,23510
4528.5703125,23515
4532.3515625,23510
4536.234375,23519
4539.1875,23511
4542.5078125,23505
4545.9921875,23507
4549.09375,23510
4552.3828125,23513
4555.765625,23507
4558.9375,23511
4563.1015625,23503
4566.046875,23509
4571.171875,23518
4574.296875,23506
4577.65625,23497
4580.9375,23503
4583.9921875,23500
4587.203125,23500
4590.1640625,23522
4594.0703125,23503
4597.1640625,23499
4600.640625,23501
4603.375,23502
4605.9296875,23496
4608.6328125,23500
4611.4765625,23495
4614.40625,23507
4617.34375,23510
4619.8828125,23496
4623.4921875,23503
4626.1640625,23502
4628.640625,23504
4633.4375,23499
4635.7734375,23503
4638.484375,23503
4646.2890625,23491
4651.5,23508
4654.7890625,23506
4659.5625,23474
4664.578125,23473
4667.6015625,23480
4670.5,23484
4673.265625,23480
4676.921875,23477
4680.796875,23481
4685.078125,23488
4689.5,23475
4693.28125,23483
4697.09375,23483
4700.1875,23483
4703.015625,23485
4705.65625,23482
4708.984375,23484
4712.125,23488
4714.890625,23491
4718.265625,23486
4721.7265625,23485
4724.640625,23487
4727.6171875,23485
4730.546875,23486
4733.609375,23494
4738.0625,23477
4740.921875,23486
4746.40625,23483
4748.9765625,23490
4751.9296875,23481
4754.8671875,23482
4757.8125,23483
4760.6171875,23484
4763.484375,23489
4766.4453125,23491
4769.3828125,23492
4772.5390625,23483
4775.5234375,23487
4778.40625,23489
4783.0078125,23497
4785.4609375,23492
4789.0234375,23479
4791.984375,23490
4794.671875,23486
4797.578125,23488
4803.3671875,23492
4806.609375,23479
4809.84375,23495
4813.3046875,23483
4816.125,23486
4818.9375,23485
4824.4921875,23486
4829.359375,23463
4834.6484375,23496
4840.8125,23485
4842.546875,23422
4848.6640625,23540
4851.96875,23538
4855.4375,23598
4857.6328125,23595
4859.7734375,23590
4862.21875,23617
4864.484375,23584
4866.4140625,23591
4868.765625,23591
4871.46875,23589
4873.7421875,23595
4876.625,23592
4879.203125,23592
4883.8359375,23589
4885.90625,23596
4887.8984375,23605
4889.8515625,23623
4892.671875,23605
4894.875,23624
4897.25,23625
4904.1484375,23545
4906.796875,23553
4909.296875,23565
4912.0703125,23551
4915.0703125,23547
4917.953125,23551
4920.7734375,23552
4923.2890625,23565
4925.71875,23570
4928.71875,23556
4931.40625,23561
4933.984375,23547
4936.625,23544
4939.3046875,23544
4941.9765625,23554
4944.75,23551
4947.5703125,23552
4950.515625,23550
4953.828125,23557
4957.875,23565
4960.6328125,23558
4963.2109375,23554
4967.625,23544
4970.546875,23547
4972.859375,23530
4976.3359375,23555
4979.828125,23546
4982.9765625,23543
4986.3046875,23521
4990.09375,23549
4993.0,23552
4996.0859375,23541
4999.0,23531
5002.0546875,23536
5004.921875,23543
5008.21875,23540
5011.46875,23531
5014.2578125,23550
5017.15625,23522
5020.140625,23530
5023.0625,23538
5025.8515625,23517
5029.0546875,23535
5033.015625,23607
5035.7890625,23606
5037.9375,23616
5041.125,23609
5043.5546875,23616
5045.9921875,23614
5049.3671875,23617
5052.1875,23618
5054.5546875,23631
5056.8359375,23615
5059.3515625,23573
5063.671875,23559
5066.890625,23547
5069.9921875,23544
5073.171875,23546
5081.25,23515
5085.3671875,23512
5089.046875,23532
5092.75,23524
5096.109375,23530
5098.9765625,23544
5103.1796875,23541
5105.6953125,23530
5108.6328125,23550
5111.03125,23539
5114.234375,23528
5116.9375,23522
5120.09375,23518
5122.6796875,23516
5125.6171875,23521
5129.6875,23601
5132.1484375,23601
5134.3046875,23615
5136.21875,23590
5138.03125,23596
5140.375,23604
5142.5546875,23609
5144.8671875,23595
5146.8515625,23611
5149.546875,23606
5151.7578125,23586
5154.1640625,23550
5156.6015625,23558
5161.796875,23548
5167.375,23538
5171.65625,23520
5174.546875,23531
5177.703125,23533
5183.5078125,23555
5186.3046875,23560
5189.6640625,23563
5192.265625,23490
5194.625,23499
5197.3203125,23562
5200.6953125,23568
5203.25,23561
5205.8828125,23547
5208.4375,23542
5211.234375,23545
5213.5703125,23533
5216.1171875,23549
5218.5390625,23538
5220.90625,23536
5223.65625,23532
5226.28125,23494
5228.8359375,23491
5231.140625,23537
5236.3125,23534
5238.8203125,23537
5241.1484375,23526
5244.7265625,23506
5247.828125,23529
5250.78125,23538
5253.4375,23539
5256.078125,23541
5258.703125,23542
5261.3984375,23542
5264.3125,23549
5267.734375,23529
5270.71875,23541
5273.3828125,23539
5275.8359375,23541
5279.375,23543
5281.6796875,23556
5284.15625,23547
5286.6015625,23551
5289.796875,23553
5296.03125,23522
5298.890625,23532
5302.1015625,23538
5304.7734375,23527
5307.265625,23530
5309.953125,23530
5312.2578125,23538
5314.4765625,23549
5316.6875,23553
5319.671875,23559
5322.40625,23532
5325.4296875,23540
5328.2109375,23540
5330.7734375,23536
5333.2734375,23534
5335.84375,23538
5338.9375,23541
5341.328125,23530
5343.6328125,23576
5345.5390625,23594
5347.5390625,23614
5353.1328125,23616
5354.671875,23605
5356.3203125,23625
5358.5078125,23616
5360.90625,23568
5363.1640625,23564
5365.640625,23563
5368.1015625,23585
5370.9453125,23558
5373.5703125,23574
5376.2421875,23578
5378.703125,23585
5381.0,23561
5383.3359375,23590
5387.1640625,23585
5389.8828125,23579
5392.140625,23587
5394.5390625,23563
5396.984375,23575
5399.3046875,23574
5402.09375,23564
5404.8203125,23559
5407.3203125,23568
5409.5,23569
5411.640625,23613
5413.703125,23609
5415.7578125,23622
5417.7734375,23634
5419.8125,23620
5421.671875,23608
5424.6953125,23564
5427.203125,23566
5429.5078125,23578
5431.9375,23576
5434.453125,23588
5436.65625,23585
5439.203125,23581
5441.59375,23585
5443.953125,23581
5446.140625,23591
5450.1328125,23574
5452.5546875,23590
5455.0234375,23589
5457.703125,23582
5460.375,23582
5462.7578125,23582
5465.1953125,23584
5467.609375,23572
5472.5859375,23532
5475.609375,23532
5478.65625,23526
5481.21875,23611
5483.578125,23590
5485.9140625,23573
5488.6484375,23571
5492.40625,23583
5494.8046875,23592
5496.9765625,23613
5498.9921875,23626
5500.9296875,23607
5503.4765625,23623
5505.9375,23619
5508.1953125,23611
5510.1953125,23621
5513.21875,23635
5515.8203125,23560
5518.734375,23588
5521.4375,23623
5523.921875,23563
5526.5625,23596
5529.2421875,23583
5532.265625,23585
5535.0859375,23588
5537.640625,23589
5540.2421875,23576
5542.8671875,23584
5545.3671875,23590
5547.75,23582
5550.484375,23577
5553.28125,23581
5556.3359375,23572
5558.53125,23616
5560.53125,23635
5562.59375,23653
5564.796875,23633
5566.703125,23562
5571.03125,23625
5573.09375,23636
5576.0,23630
5578.171875,23642
5580.1640625,23621
5582.3203125,23625
5586.84375,23561
5589.3515625,23635
5591.4921875,23630
5595.078125,23602
5596.8984375,23646
5598.8203125,23619
5600.6953125,23642
5602.4609375,23632
5604.28125,23629
5606.4765625,23625
5608.5,23591
5612.765625,23591
5615.1328125,23571
5617.5859375,23575
5619.46875,23563
5627.921875,23592
5631.984375,23555
5634.5546875,23600
5637.3125,23631
5639.6640625,23626
5641.6953125,23617
5644.2265625,23635
5646.71875,23618
5649.1015625,23633
5651.8359375,23631
5654.5390625,23634
5658.4609375,23629
5660.515625,23631
5663.3359375,23633
5666.7578125,23636
5669.9375,23648
5672.5078125,23658
5674.9375,23659
5677.1015625,23654
5680.125,23661
5682.4296875,23637
5684.6015625,23636
5686.953125,23629
5690.1015625,23629
5692.4296875,23635
5694.7890625,23633
5697.4921875,23645
5699.8046875,23649
5702.390625,23626
5705.1328125,23629
5708.0,23626
5711.015625,23629
5714.015625,23630
5717.375,23618
5719.9609375,23627
5722.8359375,23620
5727.0078125,23625
5729.453125,23624
5732.0078125,23624
5734.7109375,23619
5737.2421875,23617
5740.0234375,23619
5742.546875,23619
5746.875,23624
5750.6796875,23623
5753.234375,23622
5755.9453125,23621
5758.40625,23622
5761.015625,23619
5763.6953125,23623
5766.65625,23633
5769.4140625,23620
5772.125,23622
5776.046875,23613
5778.296875,23624
5780.4296875,23654
5782.6640625,23643
5788.1640625,23564
5790.5546875,23544
5793.1328125,23497
5798.09375,23604
5801.953125,23599
5804.671875,23610
5807.4296875,23600
5810.1953125,23602
5812.6484375,23609
5816.046875,23615
5818.234375,23628
5820.6796875,23657
5824.984375,23623
5827.2890625,23643
5829.15625,23629
5832.0390625,23622
5834.4765625,23623
5836.75,23630
5839.1796875,23632
5841.265625,23625
5845.859375,23626
5848.0234375,23634
5850.25,23643
5852.546875,23564
5854.8828125,23577
5858.375,23557
5860.7109375,23643
5864.828125,23539
5867.2578125,23547
5870.09375,23523
5872.4140625,23534
5875.0546875,23528
5878.0390625,23552
5882.9375,23539
5885.5234375,23512
5887.8359375,23510
5890.6015625,23532
5893.1328125,23526
5895.6953125,23643
5897.8984375,23617
5899.9453125,23655
5902.453125,23632
5904.578125,23622
5907.078125,23618
5909.46875,23637
5911.6328125,23639
5914.9765625,23632
5917.2421875,23636
5919.7265625,23643
5922.2421875,23638
5927.328125,23658
5930.203125,23647
5932.3359375,23655
5934.40625,23656
5939.3671875,23638
5941.7890625,23664
5944.4765625,23663
5947.1328125,23662
5949.65625,23648
5952.046875,23649
5956.6875,23668
5958.859375,23646
5961.0625,23633
5963.7578125,23635
5966.8671875,23638
5969.296875,23632
5971.0625,23637
5973.890625,23563
5976.0625,23560
5978.4921875,23556
5981.9921875,23636
5983.8984375,23649
5985.9375,23656
5988.203125,23624
5990.6875,23632
5993.765625,23623
5996.2734375,23628
5998.8671875,23580
6001.953125,23589
6009.65625,23621
6015.7265625,23645
6018.203125,23638
6020.953125,23653
6023.265625,23666
6026.1328125,23646
6028.890625,23650
6031.4375,23648
6036.3515625,23545
6038.859375,23527
6041.390625,23556
6043.8515625,23642
6046.2109375,23632
6048.4375,23626
6051.8828125,23646
6054.1875,23660
6056.6796875,23640
6059.34375,23647
6061.4609375,23640
6063.90625,23636
6066.359375,23635
6073.0703125,23640
6075.1796875,23645
6077.3125,23645
6079.6015625,23626
6082.171875,23677
6085.9765625,23679
6090.609375,23653
6096.4609375,23638
6102.8046875,23653
6105.5,23666
6109.0546875,23621
6112.765625,23670
6115.1640625,23662
6117.3828125,23664
6119.578125,23676
6123.4375,23638
6127.28125,23651
6130.84375,23638
6135.046875,23613
6137.703125,23640
6140.625,23657
6142.7734375,23648
6146.5625,23636
6149.2109375,23641
6151.859375,23644
6154.8203125,23629
6158.0546875,23622
6161.3671875,23679
6163.484375,23644
6166.9765625,23623
6169.671875,23628
6173.828125,23627
6176.1640625,23620
6178.5859375,23648
6183.8984375,23656
6185.9296875,23630
6188.9375,23627
6191.921875,23626
6194.359375,23588
6195.9609375,23614
6198.4765625,23590
6200.2734375,23624
6205.65625,23660
6207.3359375,23678
6209.578125,23639
6215.7109375,23644
6222.3515625,23619
6225.0390625,23555
6232.6953125,23596
6238.7578125,23498
6241.8984375,23506
6245.5625,23580
6249.6484375,23496
6256.0859375,23626
6259.6875,23638
6267.96875,23567
6275.9765625,23562
6278.1015625,23543
6281.5078125,23549
6287.28125,23580
6297.296875,23547
6301.0390625,23518
6304.7734375,23517
6307.9140625,23497
6311.953125,23478
6316.4296875,23498
6319.3984375,23516
6322.25,23510
6327.375,23520
6333.140625,23524
6336.21875,23537
6338.9453125,23530
6341.75,23522
6344.4765625,23517
6347.203125,23512
6349.96875,23516
6352.6328125,23516
6355.3125,23513
6358.2578125,23516
6360.953125,23524
6365.34375,23507
6368.921875,23497
6372.2734375,23511
6376.1796875,23495
6379.7421875,23510
6382.2265625,23557
6389.3125,23605
6392.6796875,23577
6399.96875,23572
6401.875,23608
6407.4140625,23533
6410.21875,23545
6414.71875,23542
6417.3203125,23540
6420.4921875,23557
6423.5859375,23559
6429.8359375,23563
6431.90625,23557
6441.0546875,23489
6447.5859375,23486
6452.40625,23507
6455.90625,23497
6459.5,23511
6462.8203125,23507
6466.828125,23529
6470.5859375,23516
6472.6875,23508
6475.15625,23514
6477.53125,23516
6480.1640625,23514
6483.0625,23517
6486.46875,23514
6489.8046875,23523
6494.21875,23522
6497.34375,23514
6504.5,23548
6509.4609375,23511
6512.078125,23480
6516.2578125,23510
6518.7265625,23508
6523.6875,23516
6528.4765625,23593
6537.7109375,23530
6541.34375,23537
6544.2109375,23549
6546.640625,23491
6551.8046875,23507
6555.6171875,23544
6561.6328125,23612
6571.140625,23505
6583.15625,23561
6595.640625,23570
6604.328125,23619
6618.90625,23594
6626.8515625,23544
6633.265625,23549
6639.0703125,23535
6644.984375,23557
6650.984375,23594
6654.359375,23562
6656.71875,23536
6663.390625,23532
6669.015625,23590
6672.3671875,23533
6675.2265625,23540
6679.234375,23541
6682.5234375,23534
6685.3828125,23548
6688.6640625,23549
6691.984375,23564
6695.109375,23541
6698.2109375,23523
6702.515625,23542
6705.1953125,23555
6711.046875,23509
6716.3046875,23534
6724.3125,23529
6727.6796875,23522
6734.3046875,23536
6738.1015625,23536
6740.5234375,23550
6746.6953125,23543
6749.984375,23553
6751.9140625,23547
6757.984375,23550
6761.5546875,23544
6764.8203125,23530
6768.4765625,23532
6770.40625,23636
6777.5703125,23568
6779.515625,23564
6787.625,23604
6789.9609375,23567
6795.9609375,23565
6798.4375,23555
6803.0,23553
6806.2265625,23568
6808.53125,23583
6811.46875,23579
6814.5546875,23588
6818.953125,23604
6822.3671875,23568
6824.9765625,23596
6827.7734375,23596
6830.671875,23588
6833.9375,23577
6839.4375,23521
6843.0078125,23559
6845.53125,23565
6848.7578125,23568
6851.578125,23567
6858.0,23567
6860.890625,23560
6863.578125,23565
6866.328125,23580
6869.046875,23593
6870.8515625,23563
6874.578125,23505
6878.953125,23527
6882.0078125,23529
6885.9296875,23587
6888.5,23577
6891.4140625,23579
6893.9765625,23579
6896.9296875,23534
6900.0859375,23528
6902.78125,23533
6905.0,23577
6908.9765625,23548
6911.78125,23571
6914.21875,23579
6916.65625,23531
6919.546875,23526
6923.609375,23582
6926.6484375,23578
6929.4765625,23520
6932.6015625,23522
6935.625,23520
6938.625,23528
6941.8203125,23526
6945.0234375,23537
6949.9921875,23536
6953.046875,23520
6957.9296875,23564
6960.96875,23562
6963.6640625,23553
6969.953125,23522
6973.4140625,23516
6979.265625,23512
6984.828125,23520
6989.0078125,23554
6991.515625,23529
6996.7890625,23582
7000.875,23527
7003.84375,23530
7006.859375,23542
7013.8125,23597
7019.9296875,23651
7025.25,23696
7027.5546875,23694
7030.4296875,23587
7034.609375,23604
7037.3671875,23638
7040.0859375,23646
7042.03125,23618
7044.1171875,23645
7046.3359375,23645
7048.0390625,23651
7050.6796875,23635
7053.4609375,23622
7056.6640625,23594
7059.8828125,23572
7062.390625,23621
7064.6484375,23641
7066.75,23633
7071.3203125,23681
7075.609375,23683
7078.65625,23631
7081.4921875,23662
7085.7109375,23675
7087.796875,23653
7091.703125,23665
7096.3671875,23615
7100.6015625,23627
7102.6640625,23647
7106.03125,23617
7107.9765625,23615
7113.2421875,23677
7118.7109375,23671
7120.9453125,23669
7122.4296875,23641
7125.5859375,23629
7127.859375,23646
7132.078125,23697
7134.453125,23684
7137.484375,23674
7143.3359375,23624
7145.0546875,23645
7151.546875,23614
7154.5546875,23658
7156.71875,23659
7158.3671875,23653
7159.7421875,23650
7163.59375,23700
7165.796875,23693
7168.4921875,23620
7172.9765625,23698
7177.7109375,23665
7179.890625,23689
7184.8046875,23638
7188.3671875,23657
7190.9296875,23709
7200.7734375,23695
7203.1953125,23685
7208.15625,23677
7211.921875,23651
7215.5390625,23672
7217.3671875,23704
7225.8359375,23663
7227.578125,23661
7229.171875,23644
7232.1953125,23630
7234.734375,23675
7237.71875,23678
7239.5703125,23682
7243.828125,23687
7245.8125,23674
7249.859375,23688
7254.8046875,23701
7257.9140625,23677
7260.3359375,23687
7263.15625,23706
7266.875,23679
7269.0390625,23662
7271.78125,23638
7278.90625,23620
7281.1328125,23660
7283.5234375,23647
7288.8984375,23655
7293.8984375,23707
7300.234375,23695
7304.109375,23673
7306.921875,23663
7310.09375,23637
7312.859375,23671
7315.1484375,23662
7316.6484375,23660
7318.328125,23643
7320.171875,23648
7322.09375,23659
7324.1171875,23656
7326.5859375,23661
7328.2578125,23672
7329.6171875,23661
7332.6328125,23646
7335.6328125,23647
7339.9921875,23669
7341.8828125,23674
7347.2890625,23683
7350.7734375,23666
7352.984375,23666
7355.046875,23662
7358.7265625,23655
7360.5859375,23659
7364.6484375,23669
7366.046875,23674
7370.1015625,23674
7373.7265625,23670
7376.0625,23682
7378.3828125,23674
7380.3046875,23662
7383.6953125,23671
