time [s],NN_interval [s/256](/api/datatype/318/)
10811.8671875,172
10812.53125,170
10813.2265625,178
10813.953125,186
10814.66015625,181
10815.34375,175
10816.03515625,177
10816.73828125,180
10817.44140625,180
10818.125,175
10818.84375,184
10819.61328125,197
10820.36328125,192
10821.07421875,182
10821.78125,181
10822.48046875,179
10823.15625,173
10823.828125,172
10824.515625,176
10825.2265625,182
10825.90625,174
10826.58984375,175
10827.33984375,192
10828.1015625,195
10828.8125,182
10829.515625,180
10830.24609375,187
10830.9609375,183
10831.64453125,175
10832.3359375,177
10833.0546875,184
10833.79296875,189
10834.49609375,180
10835.19140625,178
10835.91015625,184
10836.65625,191
10837.359375,180
10838.04296875,175
10838.73046875,176
10839.42578125,178
10840.1171875,177
10840.8046875,176
10841.49609375,177
10842.19921875,180
10842.87109375,172
10843.52734375,168
10844.1796875,167
10844.83984375,169
10845.49609375,168
10846.140625,165
10846.796875,168
10847.46875,172
10848.14453125,173
10848.80078125,168
10849.46875,171
10850.1640625,178
10850.87109375,181
10851.54296875,172
10852.21875,173
10852.8984375,174
10853.55078125,167
10854.18359375,162
10854.8125,161
10855.47265625,169
10856.1328125,169
10856.7734375,164
10857.421875,166
10858.11328125,177
10858.83203125,184
10859.51953125,176
10860.2109375,177
10860.9296875,184
10861.65234375,185
10862.35546875,180
10863.03515625,174
10863.71875,175
10864.3984375,174
10865.0546875,168
10865.69921875,165
10866.37890625,174
10867.10546875,186
10867.83984375,188
10868.54296875,180
10869.24609375,180
10869.96875,185
10870.703125,188
10871.3984375,178
10872.08984375,177
10872.7890625,179
10873.5078125,184
10874.203125,178
10874.875,172
10875.5625,176
10876.29296875,187
10877.00390625,182
10877.69140625,176
10878.3828125,177
10879.078125,178
10879.7421875,170
10880.37109375,161
10880.97265625,154
10881.55078125,148
10882.12890625,148
10882.74609375,158
10883.4140625,171
10884.08203125,171
10884.74609375,170
10885.46875,185
10886.20703125,189
10886.89453125,176
10887.55859375,170
10888.2109375,167
10888.8671875,168
10889.515625,166
10890.14453125,161
10890.7734375,161
10891.44140625,171
10892.140625,179
10892.8125,172
10893.5,176
10894.23046875,187
10894.953125,185
10895.6484375,178
10896.34375,178
10897.05859375,183
10897.74609375,176
10898.3984375,167
10899.046875,166
10899.70703125,169
10900.39453125,176
10901.0703125,173
10901.75,174
10902.4765625,186
10903.19140625,183
10903.875,175
10904.5546875,174
10905.25,178
10905.92578125,173
10906.5859375,169
10907.25390625,171
10907.94921875,178
10908.625,173
10909.28125,168
10909.93359375,167
10910.59375,169
10911.23828125,165
10911.87109375,162
10912.515625,165
10913.1875,172
10913.84375,168
10914.48828125,165
10915.14453125,168
10915.83203125,176
10916.50390625,172
10917.15625,167
10917.81640625,169
10918.48828125,172
10919.16015625,172
10919.81640625,168
10920.4921875,173
10921.20703125,183
10921.91796875,182
10922.60546875,176
10923.296875,177
10924.00390625,181
10924.69921875,178
10925.37109375,172
10926.0390625,171
10926.71875,174
10927.40625,176
10928.0625,168
10928.69921875,163
10929.3359375,163
10929.96484375,161
10930.5703125,155
10931.1640625,152
10931.7578125,152
10932.359375,154
10932.9921875,162
10933.65234375,169
10934.32421875,172
10934.9765625,167
10935.62890625,167
10936.2890625,169
10936.9453125,168
10937.578125,162
10938.203125,160
10938.84375,164
10939.52734375,175
10940.22265625,178
10940.91015625,176
10941.59765625,176
10942.3203125,185
10943.04296875,185
10943.73046875,176
10944.390625,169
10945.05859375,171
10945.734375,173
10946.390625,168
10947.04296875,167
10947.734375,177
10948.46484375,187
10949.19921875,188
10949.90234375,180
10950.6015625,179
10951.328125,186
10952.05859375,187
10952.74609375,176
10953.421875,173
10954.109375,176
10954.80859375,179
10955.484375,173
10956.16015625,173
10956.85546875,178
10957.57421875,184
10958.2734375,179
10958.95703125,175
10959.65625,179
10960.34765625,177
10961.0078125,169
10961.671875,170
10962.3359375,170
10962.984375,166
10963.61328125,161
10964.2421875,161
10964.890625,166
10965.55078125,169
10966.1875,163
10966.81640625,161
10967.44921875,162
10968.08203125,162
10968.703125,159
10969.31640625,157
10969.92578125,156
10970.53515625,156
10971.1328125,153
10971.73046875,153
10972.359375,161
10973.00390625,165
10973.6640625,169
10974.31640625,167
10974.9765625,169
10975.65234375,173
10976.3046875,167
10976.9453125,164
10977.59765625,167
10978.2734375,173
10978.95703125,175
10979.609375,167
10980.25390625,165
10980.89453125,164
10981.53125,163
10982.15234375,159
10982.7578125,155
10983.37109375,157
10984.01953125,166
10984.75390625,188
10985.609375,219
10986.38671875,199
10987.87890625,187
10988.59765625,184
10989.29296875,178
10989.96484375,172
10990.671875,181
10991.40234375,187
10992.1640625,195
10992.90234375,189
10993.61328125,182
10994.34375,187
10995.09375,192
10995.8515625,194
10996.5703125,184
10997.27734375,181
10997.97265625,178
10998.66796875,178
10999.36328125,178
11000.02734375,170
11000.6875,169
11001.33984375,167
11001.9921875,167
11002.625,162
11003.26171875,163
11003.90234375,164
11004.5546875,167
11005.1875,162
11005.8203125,162
11006.4609375,164
11007.109375,166
11007.734375,160
11008.35546875,159
11008.97265625,158
11009.5859375,157
11010.1796875,152
11010.76171875,149
11011.328125,145
11011.88671875,143
11012.4453125,143
11013.0234375,148
11013.63671875,157
11014.2421875,155
11014.8515625,156
11015.48046875,161
11016.12890625,166
11016.765625,163
11017.38671875,159
11018.0078125,159
11018.6328125,160
11019.25390625,159
11019.86328125,156
11020.484375,159
11021.12109375,163
11021.77734375,168
11022.41796875,164
11023.05078125,162
11023.703125,167
11024.37890625,173
11025.02734375,166
11025.671875,165
11026.30859375,163
11026.94140625,162
11027.54296875,154
11028.125,149
11028.69140625,145
11029.2421875,141
11029.78125,138
11030.3125,136
11030.8515625,138
11031.40234375,141
11031.94921875,140
11032.49609375,140
11033.0625,145
11033.62890625,145
11034.18359375,142
11034.73828125,142
11035.3125,147
11035.93359375,159
11036.59375,169
11037.2265625,162
11037.85546875,161
11038.4921875,163
11039.140625,166
11039.79296875,167
11040.421875,161
11041.05078125,161
11041.6953125,165
11042.35546875,169
11043.01171875,168
11043.66015625,166
11044.32421875,170
11045.00390625,174
11045.65234375,166
11046.2890625,163
11046.9375,166
11047.59375,168
11048.2578125,170
11048.8984375,164
11049.53515625,163
11050.1875,167
11050.8515625,170
11051.4921875,164
11052.140625,166
11052.79296875,167
11053.4296875,163
11054.0546875,160
11054.6875,162
11055.328125,164
11055.96875,164
11056.5859375,158
11057.21875,162
11057.8671875,166
11058.53125,170
11059.19140625,169
11059.83984375,166
11060.49609375,168
11061.14453125,166
11061.7734375,161
11062.39453125,159
11063.0234375,161
11063.66015625,163
11064.30078125,164
11064.9296875,161
11065.55859375,161
11066.20703125,166
11066.87109375,170
11067.515625,165
11068.16015625,165
11068.8203125,169
11069.484375,170
11070.125,164
11070.7578125,162
11071.3984375,164
11072.05078125,167
11072.66796875,158
11073.2734375,155
11073.87890625,155
11074.51171875,162
11075.18359375,172
11075.890625,181
11076.6171875,186
11077.30859375,177
11077.98828125,174
11078.671875,175
11079.35546875,175
11080.01953125,170
11080.671875,167
11081.32421875,167
11082.00390625,174
11082.69921875,178
11083.375,173
11084.0234375,166
11084.6640625,164
11085.29296875,161
11085.9296875,163
11086.546875,158
11087.16015625,157
11087.77734375,158
11088.39453125,158
11088.9921875,153
11089.58984375,153
11090.18359375,152
11090.76171875,148
11091.32421875,144
11091.875,141
11092.41796875,139
11092.96484375,140
11093.546875,149
11094.171875,160
11094.79296875,159
11095.41796875,160
11096.07421875,168
11096.73828125,170
11097.3671875,161
11097.98828125,159
11098.625,163
11099.2734375,166
11099.91015625,163
11100.53125,159
11101.15625,160
11101.8359375,174
11102.546875,182
11103.22265625,173
11103.890625,171
11104.59375,180
11105.296875,180
11105.953125,168
11106.5859375,162
11107.20703125,159
11107.83984375,162
11108.5078125,171
11109.16015625,167
11109.8671875,181
11110.64453125,199
11111.4140625,197
11112.171875,194
11112.95703125,201
11113.78125,211
11114.55078125,197
11115.98046875,182
11116.70703125,186
11117.38671875,174
11118.05859375,172
11118.73046875,172
11119.4296875,179
11120.12109375,177
11120.78125,169
11121.4609375,174
11122.15234375,177
11122.8515625,179
11123.515625,170
11124.18359375,171
11124.875,177
11125.56640625,177
11126.22265625,168
11126.875,167
11127.53515625,169
11128.19140625,168
11128.8359375,165
11129.484375,166
11130.15234375,171
11130.8359375,175
11131.4921875,168
11132.140625,166
11132.80859375,171
11133.5,177
11134.1640625,170
11134.80859375,165
11135.453125,165
11136.109375,168
11136.7734375,170
11137.4140625,164
11138.05078125,163
11138.69921875,166
11139.359375,169
11140.0,164
11140.640625,164
11141.296875,168
11141.96875,172
11142.62109375,167
11143.26171875,164
11143.87890625,158
11144.4921875,157
11145.08984375,153
11145.6875,153
11146.30078125,157
11146.9453125,165
11147.625,174
11148.29296875,171
11148.93359375,164
11149.58203125,166
11150.234375,167
11150.890625,168
11151.51953125,161
11152.14453125,160
11152.76953125,160
11153.40234375,162
11154.01953125,158
11154.62890625,156
11155.2421875,157
11155.87109375,161
11156.53515625,170
11157.17578125,164
11157.82421875,166
11158.5,173
11159.1796875,174
11159.83984375,169
11160.48046875,164
11161.1328125,167
11161.78515625,167
11162.4375,167
11163.06640625,161
11163.69140625,160
11164.328125,163
11164.98828125,169
11165.65625,171
11166.3046875,166
11166.94921875,165
11167.59765625,166
11168.25,167
11168.87890625,161
11169.4921875,157
11170.09765625,155
11170.69140625,152
11171.26953125,148
11171.84765625,148
11172.44921875,154
11173.03515625,150
11173.63671875,154
11174.25,157
11174.890625,164
11175.5234375,162
11176.140625,158
11176.75390625,157
11177.37890625,160
11178.01953125,164
11178.6484375,161
11179.26171875,157
11179.87890625,158
11180.52734375,166
11181.2265625,179
11181.94921875,185
11182.64453125,178
11183.3125,171
11183.984375,172
11184.66015625,173
11185.3125,167
11185.94140625,161
11186.5859375,165
11187.2578125,172
11187.9375,174
11188.59375,168
11189.25,168
11189.93359375,175
11190.625,177
11191.2890625,170
11191.9296875,164
11192.56640625,163
11193.2109375,165
11193.86328125,167
11194.50390625,164
11195.140625,163
11195.796875,168
11196.4765625,174
11197.1484375,172
11197.796875,166
11198.46484375,171
11199.1484375,175
11199.82421875,173
11200.46875,165
11201.1171875,166
11201.7890625,172
11202.46484375,173
11203.109375,165
11203.7421875,162
11204.38671875,165
11205.046875,169
11205.69921875,167
11206.34375,165
11207.01171875,171
11207.7109375,179
11208.4296875,184
11209.10546875,173
11209.78515625,174
11210.46484375,174
11211.1484375,175
11211.81640625,171
11212.47265625,168
11213.14453125,172
11213.8359375,177
11214.53125,178
11215.2109375,174
11215.87890625,171
11216.55859375,174
11217.23046875,172
11217.9140625,175
11218.5859375,172
11219.28125,178
11219.98828125,181
11220.69140625,180
11221.34765625,168
11221.98828125,164
11222.61328125,160
11223.22265625,156
11223.8203125,153
11224.39453125,147
11224.953125,143
11225.5078125,142
11226.09375,150
11226.71484375,159
11227.375,169
11227.9921875,158
11228.6171875,160
11229.25,162
11229.88671875,163
11230.5,157
11231.09765625,153
11231.69921875,154
11232.2890625,151
11232.8671875,148
11233.421875,142
11233.96484375,139
11234.49609375,136
11235.01953125,134
11235.53515625,132
11236.05078125,132
11236.55859375,130
11237.0625,129
11237.56640625,129
11238.07421875,130
11238.58203125,130
11239.08984375,130
11239.59375,129
11240.1015625,130
11240.62109375,133
11241.15234375,136
11241.6875,137
11242.2265625,138
11242.765625,138
11243.3203125,142
11243.8828125,144
11244.44921875,145
11245.0078125,143
11245.56640625,143
11246.125,143
11246.6796875,142
11247.22265625,139
11247.7578125,137
11248.28125,134
11248.80859375,135
11249.34375,137
11249.88671875,139
11250.43359375,140
11250.984375,141
11251.5546875,146
11252.13671875,149
11252.71484375,148
11253.3125,153
11253.91015625,153
11254.51171875,154
11255.11328125,154
11255.703125,151
11256.2734375,146
11256.83203125,143
11257.37890625,140
11257.9140625,137
11258.484375,146
11259.0859375,154
11259.69921875,157
11260.34375,165
11261.0,168
11261.6484375,166
11262.30859375,169
11262.96484375,168
11263.58984375,160
11264.21875,161
11264.8359375,158
11265.4453125,156
11266.06640625,159
11266.6875,159
11267.3046875,158
11267.921875,158
11268.5390625,158
11269.15625,158
11269.7734375,158
11270.37890625,155
11270.98828125,156
11271.58984375,154
11272.1875,153
11272.78125,152
11273.375,152
11273.9765625,154
11274.58984375,157
11275.203125,157
11275.81640625,157
11276.421875,155
11277.03125,156
11277.6328125,154
11278.23046875,153
11278.81640625,150
11279.38671875,146
11279.95703125,146
11280.5078125,141
11281.05859375,141
11281.61328125,142
11282.17578125,144
11282.7421875,145
11283.31640625,147
11283.921875,155
11284.55078125,161
11285.1875,163
11285.796875,156
11286.4140625,158
11287.03125,158
11287.65234375,159
11288.2734375,159
11288.87109375,153
11289.46875,153
11290.0625,152
11290.6796875,158
11291.32421875,165
11291.98046875,168
11292.62890625,166
11293.2734375,165
11293.91796875,165
11294.5390625,159
11295.14453125,155
11295.7421875,153
11296.33984375,153
11296.9375,153
11297.52734375,151
11298.11328125,150
11298.703125,151
11299.3046875,154
11299.91015625,155
11300.51171875,154
11301.109375,153
11301.70703125,153
11302.30859375,154
11302.9140625,155
11303.53125,158
11304.140625,156
11304.7421875,154
11305.33203125,151
11305.9140625,149
11306.48828125,147
11307.05078125,144
11307.60546875,142
11308.1484375,139
11308.68359375,137
11309.21484375,136
11309.7578125,139
11310.32421875,145
11310.9375,157
11311.5703125,162
11312.1796875,156
11312.796875,158
11313.421875,160
11314.046875,160
11314.67578125,161
11315.27734375,154
11315.8828125,155
11316.484375,154
11317.1015625,158
11317.71484375,157
11318.31640625,154
11318.93359375,158
11319.56640625,162
11320.20703125,164
11320.85546875,166
11321.51953125,170
11322.171875,167
11322.82421875,167
11323.44921875,160
11324.06640625,158
11324.6875,159
11325.30078125,157
11325.9140625,157
11326.51171875,153
11327.1015625,151
11327.69921875,153
11328.3125,157
11328.9296875,158
11329.52734375,153
11330.1328125,155
11330.75,158
11331.3671875,158
11331.9921875,160
11332.6015625,156
11333.19921875,153
11333.79296875,152
11334.390625,153
11334.98828125,153
11335.5859375,153
11336.203125,158
11336.85546875,167
11337.52734375,172
11338.18359375,168
11338.828125,165
11339.44140625,157
11340.03125,151
11340.609375,148
11341.17578125,145
11341.75,147
11342.3671875,158
11343.0078125,164
11343.63671875,161
11344.3046875,171
11345.01953125,183
11345.74609375,186
11346.4453125,179
11347.140625,178
11347.83203125,177
11348.51953125,176
11349.1796875,169
11349.83984375,169
11350.4921875,167
11351.15625,170
11351.796875,164
11352.41796875,159
11353.03515625,158
11353.6640625,161
11354.3046875,164
11354.9296875,160
11355.5625,162
11356.19140625,161
11356.81640625,160
11357.4296875,157
11358.03125,154
11358.6171875,150
11359.18359375,145
11359.76171875,148
11360.375,157
11361.0390625,170
11361.73828125,179
11362.453125,183
11363.125,172
11363.81640625,177
11364.5078125,177
11365.19140625,175
11365.828125,163
11366.45703125,161
11367.078125,159
11367.70703125,161
11368.33984375,162
11368.94921875,156
11369.546875,153
11370.140625,152
11370.72265625,149
11371.28515625,144
11371.8359375,141
11372.38671875,141
11372.93359375,140
11373.5,145
11374.078125,148
11374.65625,148
11375.234375,148
11375.82421875,151
11376.4375,157
11377.08203125,165
11377.73828125,168
11378.375,163
11379.00390625,161
11379.6484375,165
11380.28515625,163
11380.91796875,162
11381.5390625,159
11382.15234375,157
11382.77734375,160
11383.4375,169
11384.10546875,171
11384.76953125,170
11385.4375,171
11386.109375,172
11386.79296875,175
11387.4765625,175
11388.140625,170
11388.7890625,166
11389.4375,166
11390.08984375,167
11390.73828125,166
11391.375,163
11392.03125,168
11392.72265625,177
11393.4375,183
11394.15234375,183
11394.8203125,171
11395.484375,170
11396.140625,168
11396.79296875,167
11397.42578125,162
11398.05078125,160
11398.69921875,166
11399.37890625,174
11400.05078125,172
11400.69921875,166
11401.33984375,164
11401.98828125,166
11402.640625,167
11403.28515625,165
11403.90625,159
11404.51953125,157
11405.140625,159
11405.7734375,162
11406.3984375,160
11407.02734375,161
11407.65625,161
11408.296875,164
11408.9453125,166
11409.578125,162
11410.203125,160
11410.83984375,163
11411.48828125,166
11412.12890625,164
11412.75390625,160
11413.38671875,162
11414.0234375,163
11414.65625,162
11415.26953125,157
11415.87890625,156
11416.48828125,156
11417.11328125,160
11417.74609375,162
11418.36328125,158
11418.98046875,158
11419.609375,161
11420.2421875,162
11420.85546875,157
11421.453125,153
11422.05078125,153
11422.64453125,152
11423.2578125,157
11423.8828125,160
11424.51171875,161
11425.15625,165
11425.83203125,173
11426.49609375,170
11427.12890625,162
11427.7578125,161
11428.39453125,163
11429.0390625,165
11429.6875,166
11430.3046875,158
11430.92578125,159
11431.5546875,161
11432.19921875,165
11432.828125,161
11433.44140625,157
11434.04296875,154
11434.6484375,155
11435.26171875,157
11435.859375,153
11436.45703125,153
11437.05078125,152
11437.66015625,156
11438.3046875,165
11438.93359375,161
11439.5546875,159
11440.17578125,159
11440.8046875,161
11441.4296875,160
11442.0390625,156
11442.640625,154
11443.24609375,155
11443.8359375,151
11444.41796875,149
11444.99609375,148
11445.57421875,148
11446.15234375,148
11446.72265625,146
11447.28515625,144
11447.8359375,141
11448.3828125,140
11448.9296875,140
11449.5,146
11450.09765625,153
11450.69921875,154
11451.3203125,159
11451.9765625,168
11452.640625,170
11453.27734375,163
11453.90234375,160
11454.5234375,159
11455.140625,158
11455.7421875,154
11456.33203125,151
11456.9140625,149
11457.5,150
11458.09765625,153
11458.703125,155
11459.3203125,158
11459.9453125,160
11460.5546875,156
11461.16015625,155
11461.765625,155
11462.37890625,157
11462.9921875,157
11463.6015625,156
11464.20703125,155
11464.82421875,158
11465.44140625,158
11466.05078125,156
11466.65234375,154
11467.24609375,152
11467.85546875,156
11468.48828125,162
11469.11328125,160
11469.734375,159
11470.3515625,158
11470.97265625,159
11471.59765625,160
11472.19921875,154
11472.80078125,154
11473.41015625,156
11474.03515625,160
11474.6796875,165
11475.30078125,159
11475.91796875,158
11476.53125,157
11477.1484375,158
11477.7578125,156
11478.359375,154
11478.96875,156
11479.58203125,157
11480.203125,159
11480.8359375,162
11481.47265625,163
11482.12109375,166
11482.78125,169
11483.4375,168
11484.0625,160
11484.6796875,158
11485.29296875,157
11485.90234375,156
11486.5078125,155
11487.10546875,153
11487.703125,153
11488.3125,156
11488.94140625,161
11489.5625,159
11490.1796875,158
11490.8046875,160
11491.44140625,163
11492.05078125,156
11492.65234375,154
11493.25,153
11493.8515625,154
11494.453125,154
11495.0546875,154
11495.64453125,151
11496.23046875,150
11496.82421875,152
11497.42578125,154
11498.02734375,154
11498.625,153
11499.234375,156
11499.8515625,158
11500.453125,154
11501.046875,152
11501.61328125,145
11502.1640625,141
11502.71875,142
11503.28125,144
11503.8671875,150
11504.45703125,151
11505.05078125,152
11505.66796875,158
11506.30859375,164
11506.9453125,163
11507.55859375,157
11508.16015625,154
11508.76953125,156
11509.375,155
11509.97265625,153
11510.5625,151
11511.15234375,151
11511.75,153
11512.3515625,154
11512.953125,154
11513.546875,152
11514.14453125,153
11514.74609375,154
11515.3515625,155
11515.9453125,152
11516.53125,150
11517.1328125,154
11517.73828125,155
11518.33203125,152
11518.921875,151
11519.5078125,150
11520.11328125,155
11520.7109375,153
11521.29296875,149
11521.8671875,147
11522.43359375,145
11523.0,145
11523.55859375,143
11524.1171875,143
11524.67578125,143
11525.2421875,145
11525.796875,142
11526.3515625,142
11526.90234375,141
11527.45703125,142
11528.046875,151
11528.6796875,162
11529.3046875,160
11529.91796875,157
11530.50390625,150
11531.06640625,144
11531.6171875,141
11532.15234375,137
11532.6796875,135
11533.19140625,131
11533.70703125,132
11534.2265625,133
11534.75,134
11535.2890625,138
11535.83203125,139
11536.375,139
11536.9140625,138
11537.453125,138
11537.9921875,138
11538.53125,138
11539.07421875,139
11539.62109375,140
11540.171875,141
11540.7265625,142
11541.2890625,144
11541.86328125,147
11542.4453125,149
11543.046875,154
11543.6484375,154
11544.25390625,155
11544.83984375,150
11545.4375,153
11546.04296875,155
11546.65625,157
11547.2734375,158
11547.85546875,149
11548.4375,149
11549.01171875,147
11549.58203125,146
11550.1484375,145
11550.703125,142
11551.26953125,145
11551.84375,147
11552.4296875,150
11553.00390625,147
11553.58203125,148
11554.15234375,146
11554.72265625,146
11555.28515625,144
11555.83203125,140
11556.37890625,140
11556.91796875,138
11557.45703125,138
11558.0,139
11558.5625,144
11559.13671875,147
11559.71875,149
11560.296875,148
11560.890625,152
11561.4921875,154
11562.09375,154
11562.68359375,151
11563.26953125,150
11563.85546875,150
11564.4453125,151
11565.0390625,152
11565.62890625,151
11566.2109375,149
11566.79296875,149
11567.390625,153
11568.01171875,159
11568.6328125,159
11569.2421875,156
11569.84375,154
11570.44921875,155
11571.0703125,159
11571.703125,162
11572.33984375,163
11572.9609375,159
11573.5859375,160
11574.203125,158
11574.8203125,158
11575.421875,154
11576.02734375,155
11576.63671875,156
11577.26171875,160
11577.89453125,162
11578.51171875,158
11579.125,157
11579.74609375,159
11580.3671875,159
11580.984375,158
11581.578125,152
11582.16015625,149
11582.73828125,148
11583.30078125,144
11583.85546875,142
11584.3984375,139
11584.93359375,137
11585.4765625,139
11586.03125,142
11586.609375,148
11587.19921875,151
11587.796875,153
11588.3984375,154
11588.9765625,148
11589.56640625,151
11590.18359375,158
11590.828125,165
11591.5,172
11592.19921875,179
11592.875,173
11593.54296875,171
11594.203125,169
11594.87109375,171
11595.53125,169
11596.1640625,162
11596.79296875,161
11597.41796875,160
11598.05078125,162
11598.6796875,161
11599.32421875,165
11599.98046875,168
11600.65234375,172
11601.3203125,171
11601.97265625,167
11602.6015625,161
11603.20703125,155
11603.80078125,152
11604.38671875,150
11604.96484375,148
11605.54296875,148
11606.10546875,144
11606.66015625,142
11607.22265625,144
11607.7890625,145
11608.359375,146
11608.9375,148
11609.52734375,151
11610.1171875,151
11610.70703125,151
11611.29296875,150
11611.8828125,151
11612.47265625,151
11613.0703125,153
11613.66015625,151
11614.2578125,153
11614.86328125,155
11615.4765625,157
11616.09375,158
11616.69921875,155
11617.30078125,154
11617.90625,155
11618.51953125,157
11619.11328125,152
11619.7109375,153
11620.3203125,156
11620.9296875,156
11621.53515625,155
11622.14453125,156
11622.76953125,160
11623.3984375,161
11624.0234375,160
11624.640625,158
11625.2578125,158
11625.875,158
11626.48828125,157
11627.09375,155
11627.6953125,154
11628.3046875,156
11628.92578125,159
11629.5390625,157
11630.15625,158
11630.79296875,163
11631.4375,165
11632.078125,164
11632.703125,160
11633.32421875,159
11633.953125,161
11634.5703125,158
11635.1796875,156
11635.79296875,157
11636.40625,157
11637.015625,156
11637.6171875,154
11638.22265625,155
11638.83984375,158
11639.45703125,158
11640.06640625,156
11640.68359375,158
11641.30078125,158
11641.91796875,158
11642.51953125,154
11643.125,155
11643.7265625,154
11644.3359375,156
11644.93359375,153
11645.52734375,152
11646.125,153
11646.71875,152
11647.3046875,150
11647.890625,150
11648.4609375,146
11649.02734375,145
11649.5859375,143
11650.1328125,140
11650.671875,138
11651.203125,136
11651.734375,136
11652.27734375,139
11652.828125,141
11653.3828125,142
11653.9375,142
11654.49609375,143
11655.078125,149
11655.67578125,153
11656.27734375,154
11656.87109375,152
11657.4609375,151
11658.05078125,151
11658.65234375,154
11659.234375,149
11659.8203125,150
11660.390625,146
11660.96484375,147
11661.546875,149
11662.16796875,159
11662.75390625,150
11663.31640625,144
11663.859375,139
11664.390625,136
11664.91015625,133
11665.42578125,132
11665.9765625,141
11666.55859375,149
11667.16015625,154
11667.8359375,173
11668.5546875,184
11669.30859375,193
11670.07421875,196
11670.8046875,187
11671.54296875,189
11672.2578125,183
11672.921875,170
11673.55078125,161
11674.140625,151
11674.7109375,146
11675.265625,142
11675.8203125,142
11676.38671875,145
11676.984375,153
11677.6171875,162
11678.28125,170
11678.9609375,174
11679.62890625,171
11680.265625,163
11680.90625,164
11681.53125,160
11682.15234375,159
11682.78515625,162
11683.4140625,161
11684.03125,158
11684.65625,160
11685.2890625,162
11685.94921875,169
11686.6015625,167
11687.234375,162
11687.87890625,165
11688.5234375,165
11689.171875,166
11689.8125,164
11690.43359375,159
11691.05078125,158
11691.66015625,156
11692.2734375,157
11692.87109375,153
11693.4609375,151
11694.05078125,151
11694.640625,151
11695.21875,148
11695.80078125,149
11696.390625,151
11697.01171875,159
11697.66015625,166
11698.30078125,164
11698.9609375,169
11699.625,170
11700.28125,168
11700.92578125,165
11701.546875,159
11702.1640625,158
11702.76953125,155
11703.3828125,157
11703.984375,154
11704.5625,148
11705.1328125,146
11705.69140625,143
11706.25390625,144
11706.83984375,150
11707.45703125,158
11708.08984375,162
11708.73046875,164
11709.34375,157
11709.9453125,154
11710.546875,154
11711.13671875,151
11711.72265625,150
11712.29296875,146
11712.8515625,143
11713.3984375,140
11713.9296875,136
11714.453125,134
11714.96875,132
11715.47265625,129
11715.96875,127
11716.46484375,127
11716.95703125,126
11717.44921875,126
11717.94921875,128
11718.453125,129
11718.97265625,133
11719.52734375,142
11720.125,153
11720.7421875,158
11721.34375,154
11721.95703125,157
11722.5859375,161
11723.23046875,165
11723.86328125,162
11724.4765625,157
11725.08984375,157
11725.71484375,160
11726.359375,165
11726.96875,156
11727.56640625,153
11728.17578125,156
11728.76953125,152
11729.35546875,150
11729.9375,149
11730.515625,148
11731.109375,152
11731.71875,156
11732.31640625,153
11732.89453125,148
11733.46484375,146
11734.03125,145
11734.59375,144
11735.15234375,143
11735.703125,141
11736.25390625,141
11736.8046875,141
11737.375,146
11737.9609375,150
11738.5703125,156
11739.16796875,153
11739.79296875,160
11740.42578125,162
11741.07421875,166
11741.69921875,160
11742.3359375,163
11743.0,170
11743.66796875,171
11744.30859375,164
11744.94140625,162
11745.57421875,162
11746.20703125,162
11746.8359375,161
11747.44140625,155
11748.0546875,157
11748.69140625,163
11749.35546875,170
11750.00390625,166
11750.640625,163
11751.296875,168
11751.9609375,170
11752.62890625,171
11753.2578125,161
11753.890625,162
11754.53515625,165
11755.1875,167
11755.81640625,161
11756.4453125,161
11757.10546875,169
11757.79296875,176
11758.4765625,175
11759.1171875,164
11759.7734375,168
11760.4296875,168
11761.0859375,168
11761.703125,158
11762.32421875,159
11762.9453125,159
11763.546875,154
11764.1484375,154
11764.7421875,152
11765.328125,150
11765.90234375,147
11766.46875,145
11767.02734375,143
11767.59375,145
11768.16796875,147
11768.74609375,148
11769.328125,149
11769.9375,156
11770.5703125,162
11771.19140625,159
11771.8046875,157
11772.421875,158
11773.05078125,161
11773.6796875,161
11774.2890625,156
11774.90234375,157
11775.55078125,166
11776.26953125,184
11776.98828125,184
11777.69921875,182
11778.43359375,188
11779.16796875,188
11779.8828125,183
11780.55859375,173
11781.23828125,174
11781.91796875,174
11782.59765625,174
11783.24609375,166
11783.92578125,174
11784.64453125,184
11785.375,187
11786.06640625,177
11786.76953125,180
11787.48046875,182
11788.16015625,174
11788.8125,167
11789.48046875,171
11790.14453125,170
11790.77734375,162
11791.3828125,155
11791.94921875,145
11792.4921875,139
11793.02734375,137
11793.5703125,139
11794.140625,146
11794.71484375,147
11795.2734375,143
11795.8203125,140
11796.36328125,139
11796.9140625,141
11797.46875,142
11808.42578125,127
11808.91796875,126
11809.41015625,126
11809.8984375,125
11810.38671875,125
11810.8671875,123
11811.35546875,125
11811.8515625,127
11812.3515625,128
11812.8515625,128
11813.3359375,124
11813.82421875,125
11814.31640625,126
11814.8046875,125
11815.2890625,124
11815.77734375,125
11816.26953125,126
11816.765625,127
11817.2734375,130
11817.78515625,131
11818.296875,131
11818.80859375,131
11819.31640625,130
11819.82421875,130
11820.32421875,128
11820.84765625,134
11821.43359375,150
11822.03515625,154
11822.62890625,152
11823.23046875,154
11823.80078125,146
11824.34375,139
11824.8828125,138
11825.4296875,140
11825.97265625,139
11826.51953125,140
