time [s],RR_interval_quality [NA](/api/datatype/1004/)
402.765625,129
403.25390625,1
403.83984375,129
404.7109375,129
405.09765625,1
405.39453125,129
405.6640625,129
406.59375,1
407.09375,129
407.5546875,1
408.0078125,1
408.46875,1
409.01171875,1
409.53125,1
409.80859375,129
410.30078125,1
410.76171875,1
411.23046875,1
411.7265625,1
412.31640625,129
412.828125,1
413.73046875,129
414.328125,1
415.44921875,129
416.42578125,129
417.4296875,129
417.80078125,129
419.4375,129
419.8984375,1
421.37109375,129
421.9296875,1
423.13671875,1
424.375,129
425.05078125,1
425.56640625,1
426.171875,1
426.89453125,1
427.7109375,129
428.2421875,1
428.86328125,1
429.31640625,1
430.4609375,1
432.3046875,129
432.59765625,129
434.37109375,1
434.79296875,1
435.7265625,1
436.48046875,1
436.8125,129
437.48828125,1
437.98828125,129
438.484375,1
438.98046875,1
439.4765625,1
439.96484375,1
440.453125,1
440.9375,1
441.375,1
441.80859375,1
442.37109375,1
442.859375,1
443.34765625,1
443.84765625,1
444.41796875,1
444.83984375,1
445.3515625,1
445.79296875,1
446.18359375,129
447.0546875,129
447.48828125,1
447.91796875,1
448.4140625,1
448.84375,1
449.25,1
449.75,1
450.4140625,129
450.92578125,1
451.4375,1
451.890625,1
452.34765625,1
452.8203125,1
453.296875,1
453.76171875,1
454.359375,1
454.68359375,129
455.13671875,1
455.59375,1
456.046875,1
456.51171875,1
456.96875,1
457.44140625,1
457.90234375,1
458.359375,1
458.8125,1
459.26953125,1
459.7265625,1
460.17578125,1
460.6328125,1
461.08984375,1
461.546875,1
462.00390625,1
462.46875,1
462.9375,1
463.4140625,1
463.890625,1
464.375,1
464.86328125,1
465.3515625,1
465.8359375,1
466.3203125,1
466.80078125,1
467.2734375,1
467.7421875,1
468.20703125,1
468.671875,1
469.140625,1
469.6171875,1
470.05859375,1
470.51953125,1
470.97265625,1
471.421875,1
471.87890625,1
472.3203125,1
472.8125,1
473.2734375,1
474.13671875,129
474.62109375,1
475.0625,1
475.78515625,129
476.19921875,1
476.5390625,129
477.01953125,1
477.89453125,129
478.34375,1
478.796875,1
479.2421875,1
479.69140625,1
480.13671875,1
480.58203125,1
481.03125,1
481.48828125,1
481.95703125,1
482.4296875,1
482.90625,1
483.38671875,1
483.8671875,1
484.34375,1
484.8203125,1
485.29296875,1
485.765625,1
486.23828125,1
486.70703125,1
487.171875,1
487.64453125,1
488.11328125,1
488.58984375,1
489.078125,1
489.59765625,1
490.125,1
490.6640625,1
491.2421875,1
491.83203125,1
492.42578125,1
492.98828125,1
493.51953125,1
494.0703125,1
494.62109375,1
495.17578125,1
495.72265625,1
496.2578125,1
496.7890625,1
497.3125,1
497.83203125,1
498.34375,1
498.8515625,1
499.36328125,1
499.875,1
500.390625,1
500.890625,1
501.44140625,1
502.19140625,129
502.88671875,129
503.55078125,129
504.22265625,129
504.85546875,129
505.45703125,1
506.01953125,1
506.5703125,1
507.1171875,1
507.65234375,1
508.1953125,0
508.74609375,0
509.3125,0
509.8984375,0
510.48046875,0
511.06640625,0
511.625,0
512.17578125,0
512.71484375,0
513.2421875,0
513.76171875,0
514.2734375,0
514.8125,0
515.3671875,0
515.921875,0
516.51171875,0
517.13671875,0
517.76171875,0
518.3828125,0
519.0234375,0
519.65234375,0
520.2578125,0
520.85546875,0
521.45703125,0
522.0546875,0
522.65234375,0
523.25,0
523.83984375,0
524.44140625,0
525.078125,0
525.75,0
526.45703125,0
527.13671875,0
527.8046875,0
528.44921875,0
529.0625,0
529.6640625,0
530.25390625,0
530.859375,0
531.46484375,0
532.046875,0
532.62109375,0
533.17578125,0
533.72265625,0
534.2734375,0
534.8203125,0
535.375,0
535.95703125,0
536.5859375,0
537.25,0
537.90625,0
538.58984375,0
539.3359375,128
540.09765625,128
540.8125,0
541.5,0
542.203125,0
542.921875,0
543.6015625,0
544.28515625,0
545.015625,0
545.734375,0
546.43359375,0
547.140625,0
547.85546875,0
548.515625,0
549.16015625,0
549.78515625,0
550.3828125,0
550.96875,0
551.55859375,0
552.13671875,0
552.72265625,0
553.31640625,0
553.91796875,0
554.546875,0
555.18359375,0
555.8046875,0
556.41015625,0
557.01171875,0
557.61328125,0
558.20703125,0
558.79296875,0
559.37109375,0
559.94140625,0
560.51171875,0
561.09375,0
561.703125,0
562.32421875,0
563.015625,0
563.75,128
564.46875,128
565.171875,0
565.86328125,0
566.53515625,0
567.19140625,0
567.81640625,0
568.41796875,0
569.00390625,0
569.5859375,0
570.1796875,0
570.80078125,0
571.46484375,0
572.13671875,0
572.828125,0
573.4921875,0
574.125,0
574.75390625,0
575.38671875,0
576.0234375,0
576.67578125,0
577.32421875,0
577.97265625,0
578.60546875,0
579.23046875,0
579.796875,0
580.37109375,1
580.9453125,1
581.54296875,1
582.19921875,1
582.8984375,1
583.59375,1
584.25,1
584.86328125,1
585.45703125,1
586.046875,1
586.625,1
587.1953125,1
587.765625,1
588.3359375,1
588.91015625,1
589.47265625,1
590.03125,1
590.58203125,1
591.12890625,1
591.67578125,1
592.23046875,1
592.79296875,1
593.3828125,1
594.0078125,1
594.63671875,1
595.26953125,1
595.8828125,1
596.48046875,1
597.046875,1
597.59765625,1
598.12890625,1
598.65234375,1
599.1640625,1
599.66015625,1
600.15625,1
600.64453125,1
601.12890625,1
601.6171875,1
602.12109375,1
602.66796875,1
603.2421875,1
603.86328125,129
604.5234375,129
605.203125,129
605.8515625,129
606.47265625,128
607.08203125,0
607.71484375,128
608.4296875,0
609.17578125,0
609.890625,0
610.58984375,0
611.23828125,0
611.83203125,0
612.40234375,0
612.9609375,0
613.54296875,0
614.1796875,0
614.83984375,0
615.5078125,0
616.16015625,0
616.78125,0
617.3828125,0
617.9609375,0
618.51171875,0
619.078125,0
619.63671875,0
620.21484375,0
620.828125,0
621.44921875,0
622.046875,0
622.6484375,0
623.23828125,0
623.8203125,0
624.3828125,0
624.9375,0
625.48046875,0
626.01171875,0
626.53515625,0
627.05078125,0
627.5625,0
628.08984375,0
628.62890625,0
629.171875,0
629.7109375,0
630.26171875,0
630.85546875,0
631.578125,128
632.3046875,128
633.0234375,128
633.69921875,0
634.375,0
635.01953125,0
635.63671875,0
636.2421875,0
636.9140625,0
637.59375,0
638.2890625,0
638.9609375,0
639.640625,0
640.32421875,0
641.01953125,0
641.72265625,0
642.41015625,0
643.1015625,0
643.796875,0
644.48046875,0
645.16015625,0
645.83984375,0
646.54296875,0
647.28125,0
648.05078125,0
648.796875,0
649.51171875,0
650.23828125,0
650.97265625,0
651.734375,0
652.4765625,0
653.234375,0
654.0,0
654.74609375,0
655.47265625,0
656.1875,0
656.8828125,0
657.5390625,0
658.19140625,0
658.8046875,0
659.3984375,128
659.9765625,128
660.5390625,128
661.12890625,128
661.796875,0
662.54296875,0
663.27734375,0
664.0078125,0
664.73046875,0
665.42578125,0
666.0859375,0
666.73828125,0
667.38671875,0
668.046875,0
668.71875,0
669.42578125,0
670.1796875,0
670.953125,0
671.6953125,0
672.39453125,0
673.0859375,0
673.73046875,0
674.37890625,0
675.01171875,0
675.640625,0
676.2734375,0
676.890625,0
677.54296875,0
678.2421875,0
678.984375,0
679.765625,0
680.52734375,0
681.296875,0
682.078125,0
682.83203125,0
683.5390625,0
684.23046875,0
684.8984375,0
685.54296875,0
686.16015625,0
686.75,0
687.33203125,0
687.91015625,0
688.48828125,0
689.09765625,128
689.75,0
690.484375,0
691.234375,0
692.01171875,0
692.74609375,0
693.4609375,0
694.1484375,0
694.84765625,0
695.5390625,0
696.21484375,0
696.87890625,0
697.51953125,0
698.1328125,0
698.7421875,0
699.3515625,0
699.984375,0
700.6171875,0
701.24609375,0
701.86328125,0
702.4765625,0
703.0859375,0
703.70703125,0
704.34375,0
704.97265625,0
705.609375,0
706.3515625,0
707.06640625,0
707.7890625,0
708.48046875,0
709.125,0
709.75,0
710.3515625,0
710.94140625,0
711.51953125,0
712.09375,0
712.68359375,0
713.265625,0
713.875,0
714.5078125,0
715.15234375,0
715.796875,0
716.43359375,0
717.05078125,0
717.65625,0
718.2421875,0
718.81640625,0
719.3828125,0
719.94140625,0
720.49609375,1
721.05859375,1
721.625,1
722.20703125,1
722.78515625,1
723.36328125,1
723.93359375,1
724.5,1
725.05859375,1
725.62890625,1
726.2109375,1
726.80859375,1
727.40234375,1
728.0,1
728.58984375,1
729.1796875,1
729.765625,1
730.35546875,1
730.9375,1
731.51953125,1
732.0859375,1
732.66015625,1
733.2421875,1
733.8515625,1
734.48046875,1
735.140625,1
735.80078125,1
736.45703125,1
737.109375,1
737.75390625,1
738.390625,1
738.9921875,1
739.5859375,1
740.1875,1
740.75390625,1
741.328125,1
741.90234375,1
742.46484375,1
743.16796875,1
743.5625,129
744.09375,1
744.6171875,1
745.12890625,1
745.640625,1
746.13671875,1
746.6328125,1
747.1328125,1
747.80859375,129
748.140625,129
748.9609375,129
749.51953125,1
749.98828125,1
750.453125,1
750.921875,1
751.390625,1
751.86328125,1
752.33984375,1
752.81640625,1
753.3203125,1
753.640625,129
754.2734375,129
754.76171875,1
755.296875,1
756.64453125,129
757.84765625,129
758.28515625,1
758.78125,1
759.06640625,129
759.6328125,1
760.1796875,1
760.7890625,1
761.3671875,1
761.94921875,1
762.5546875,1
763.1640625,1
763.765625,1
764.7421875,129
765.0078125,129
766.05859375,129
766.58984375,1
767.11328125,1
767.62890625,1
768.140625,1
768.6484375,1
769.14453125,1
769.63671875,1
770.125,1
770.60546875,1
771.08984375,1
771.5703125,1
772.0546875,1
772.5390625,1
773.03515625,1
773.5390625,1
774.0546875,1
774.5703125,1
775.1015625,1
775.640625,1
776.17578125,1
776.71484375,1
777.26171875,1
777.80078125,1
778.3125,1
778.82421875,1
779.33984375,1
779.83984375,1
780.328125,1
780.81640625,1
781.30078125,1
781.78125,1
782.27734375,1
782.74609375,1
783.23046875,1
783.71875,1
784.20703125,1
784.69140625,1
785.1796875,1
785.6640625,1
786.14453125,1
786.62890625,1
787.11328125,1
787.578125,1
788.0625,1
788.51953125,1
789.00390625,1
789.4609375,1
789.9140625,1
790.3828125,1
790.83984375,1
791.30078125,1
791.765625,1
792.20703125,1
792.65234375,1
793.09765625,1
793.55859375,1
793.98828125,1
794.4296875,1
795.51171875,129
795.77734375,129
796.23046875,1
796.6875,1
797.14453125,1
797.61328125,1
798.0859375,1
798.55859375,1
799.03125,1
799.51171875,1
799.98828125,1
800.45703125,1
800.9296875,1
801.3984375,1
801.87109375,1
802.328125,1
802.80078125,1
803.2578125,1
803.71484375,1
804.17578125,1
804.63671875,1
805.08984375,1
805.55078125,1
805.953125,1
806.46875,1
806.9296875,1
807.390625,1
807.85546875,1
808.32421875,1
808.8046875,1
809.2734375,1
809.75390625,1
810.22265625,1
810.69921875,1
811.171875,1
811.64453125,1
812.10546875,1
812.5625,1
813.01953125,1
813.48046875,1
813.9375,1
814.390625,1
814.84765625,1
815.30859375,1
815.765625,1
816.22265625,1
816.671875,1
817.12109375,1
817.56640625,1
818.01171875,1
818.453125,1
818.89453125,1
819.3359375,1
819.7734375,1
820.22265625,1
820.6640625,1
821.30859375,129
822.00390625,129
822.46484375,1
822.89453125,1
823.34375,1
823.7890625,1
824.20703125,1
824.69140625,1
825.1328125,1
825.59375,1
826.046875,1
826.484375,1
826.93359375,1
827.38671875,1
827.8984375,1
828.27734375,1
828.78125,1
829.14453125,1
829.81640625,129
830.2421875,1
830.875,129
831.30859375,1
831.6640625,129
832.1640625,1
832.59765625,1
833.03125,1
833.48828125,1
833.91015625,1
834.37109375,1
834.78125,1
835.21484375,1
835.66015625,1
836.1015625,1
836.54296875,1
836.9921875,1
837.44921875,1
837.8984375,1
838.35546875,1
838.81640625,1
839.2734375,1
839.72265625,1
840.18359375,1
840.625,1
841.06640625,1
841.515625,1
841.953125,1
842.4140625,1
842.8515625,1
843.296875,1
843.73828125,1
844.18359375,1
844.62109375,1
845.05859375,1
845.4921875,1
845.92578125,1
846.359375,1
846.7890625,1
847.21875,1
847.6484375,1
848.07421875,1
848.48828125,1
848.91015625,1
849.33984375,1
849.77734375,1
850.21484375,1
850.66796875,1
851.1171875,1
851.578125,1
852.0390625,1
852.5,1
852.96484375,1
853.42578125,1
853.890625,1
854.3515625,1
854.8125,1
855.26171875,1
855.7109375,1
856.1484375,0
856.59375,0
857.03125,0
857.46875,0
857.8984375,0
858.33203125,0
858.76171875,0
859.1875,0
859.609375,0
860.03515625,0
860.45703125,0
860.875,0
861.2890625,0
861.70703125,0
862.1328125,1
862.5703125,1
863.03515625,1
863.51953125,1
864.015625,1
864.51953125,1
865.02734375,1
865.52734375,1
866.0234375,1
866.51171875,1
866.99609375,1
867.46875,1
867.93359375,1
868.38671875,1
868.828125,1
869.26171875,1
869.69921875,1
870.1328125,1
870.5625,1
871.0,1
871.43359375,1
871.8671875,1
872.296875,1
872.7265625,1
873.1640625,1
873.609375,1
874.0546875,1
874.50390625,1
874.96484375,1
875.43359375,1
875.91015625,1
876.37890625,1
876.84375,1
877.31640625,1
877.78515625,1
878.24609375,1
878.703125,1
879.15625,1
879.609375,1
880.0546875,1
880.49609375,1
880.9453125,1
881.5546875,129
882.109375,129
882.72265625,129
883.25390625,1
883.9921875,129
884.890625,129
886.11328125,129
886.45703125,129
887.53125,129
887.875,129
888.15234375,129
888.55859375,1
889.03515625,1
889.4453125,1
889.8828125,1
890.3203125,1
890.79296875,1
891.2890625,1
891.78125,1
892.26171875,1
892.7421875,1
893.21484375,1
893.6796875,1
894.140625,1
894.58984375,1
895.03125,1
895.47265625,1
895.90625,1
896.33984375,1
896.77734375,1
897.21875,1
897.66796875,1
898.125,1
898.5859375,1
899.046875,1
899.51171875,1
899.98828125,1
900.46875,1
900.95703125,1
901.44921875,1
901.9375,1
902.42578125,1
902.9140625,1
903.40234375,1
903.87890625,1
904.35546875,1
904.80859375,1
905.16796875,129
906.35546875,129
907.73046875,129
908.23046875,1
908.74609375,1
909.23046875,1
909.73046875,1
910.21875,1
910.7109375,1
911.19140625,1
911.671875,1
912.64453125,129
913.05078125,129
913.98046875,129
914.4453125,1
915.0703125,129
915.3515625,129
916.359375,129
916.875,1
917.453125,1
917.890625,1
918.31640625,1
918.7265625,129
919.30859375,1
919.80078125,1
920.3828125,1
920.7890625,1
921.28515625,1
921.78125,1
922.28515625,1
922.796875,1
923.30859375,1
923.81640625,1
924.31640625,1
924.8125,1
925.3046875,1
925.79296875,1
926.28125,1
926.76171875,1
927.23828125,1
927.70703125,1
928.1875,1
928.65234375,1
929.12109375,1
929.5859375,1
930.046875,1
930.5,1
930.953125,1
931.40234375,1
931.84765625,1
932.2890625,1
932.72265625,1
933.16015625,1
933.58984375,1
934.01953125,1
934.44921875,1
934.87109375,1
935.29296875,1
935.69921875,1
936.109375,1
936.546875,1
936.95703125,1
937.3671875,1
937.7890625,1
938.21875,1
938.6484375,1
939.08203125,1
939.5234375,1
939.96484375,1
940.3984375,1
940.84375,1
941.27734375,1
941.71875,1
942.15234375,1
942.58984375,1
943.01953125,1
943.44921875,1
943.87890625,1
944.30078125,1
944.73046875,1
945.16015625,1
945.58984375,1
946.02734375,1
946.4296875,1
946.83984375,1
947.26953125,1
947.67578125,1
948.08984375,1
948.515625,1
948.94921875,1
949.37890625,1
949.828125,1
950.27734375,1
950.73828125,1
951.19921875,1
951.62109375,1
952.0703125,1
952.52734375,1
952.98046875,1
953.4375,1
953.90234375,1
954.34765625,1
954.796875,1
955.25,1
955.703125,1
956.1640625,1
956.6328125,1
957.078125,1
957.53515625,1
957.984375,1
958.45703125,1
958.8828125,1
959.34765625,1
959.76171875,1
960.1875,1
960.625,1
961.05078125,1
961.484375,1
961.91015625,1
962.3359375,1
962.76953125,1
963.19921875,1
963.640625,1
964.0703125,1
964.5234375,1
964.984375,1
965.42578125,1
965.9375,1
966.34375,1
966.80859375,1
967.28125,1
967.78515625,1
968.18359375,1
968.62109375,1
969.08984375,1
969.52734375,1
969.984375,1
970.421875,1
970.86328125,1
971.3203125,1
971.76953125,1
972.21875,1
972.67578125,1
973.125,1
973.58203125,1
974.03515625,1
974.45703125,1
974.953125,1
975.40625,1
975.8671875,1
976.3515625,1
976.8125,1
977.28515625,1
977.7890625,1
978.23828125,1
978.7109375,1
979.19921875,1
979.66015625,1
980.12890625,1
980.59765625,1
981.07421875,1
981.546875,1
982.01953125,1
982.4921875,1
982.9609375,1
983.421875,1
983.8984375,1
984.34765625,1
984.87890625,1
985.25,129
985.6953125,1
986.14453125,1
986.703125,129
987.046875,129
987.5,1
987.953125,1
988.37109375,1
988.6484375,129
989.34765625,129
989.8125,1
990.296875,1
990.58984375,129
991.20703125,129
991.66796875,1
992.125,1
992.57421875,1
993.03515625,1
